Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355
230727B,3,Y,79,95,1:1B,2:1C+,2:1A,1:1C-,1:1B,2:0,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,1:1C,1:1B-,1:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,131.8,46,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:1B,1:1B-,1:1A,1:1A,1:1A-,1:1A,0:0NA,1:1A,0:0NA,0:0NA
230727B,10,Y,3,129,1:1B,1:1A,1:1B-,2:1D-,1:1A,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,2:1B+,1:1B-,1:1C+,1:1C+,1:1B,0:0NA,1:1D+,0:0NA,0:0NA
230727B,9,Y,70,72,1:1C,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,2:1B,1:1C,1:1D+,1:1C+,2:1B,0:0NA,1:1C-,0:0NA,0:0NA
230727B,5,Y,0,123,1:1C+,1:1B,2:1A,1:1B,1:1A,1:1A-,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1B,2:1B-,1:1B,1:1D,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,68,52,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1B,2:0,1:1B+,1:1C,1:1C+,0:0NA,2:1C,0:0NA,0:0NA
230727B,3,Y,16,115,1:1B,1:1A,1:1B+,1:1C,1:1C+,0:0NA,0:0NA,1:1C,0:0NA,1:0F,0:0NA,1:1C+,1:1A,2:0,1:1B-,1:1C-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,6,Y,28,111,1:1C,1:1A-,1:1A,1:1A,1:1A-,0:0NA,1:1B,2:0,0:0NA,0:0NA,0:0NA,1:1B,1:1A,2:1B+,1:1B,1:1A,0:0NA,1:1C-,0:0NA,0:0NA
230727B,7,N,62,42,1:1B,1:1C,1:1B,1:1C,1:1A-,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,1:0WU,2:0,1:1B,1:1C+,0:0NA,1:1B+,0:0NA,0:0NA
230727B,2,Y,14,139,1:1A,3:0,1:1B+,1:1B,1:1A,0:0NA,0:0NA,1:1B-,1:1B,0:0NA,0:0NA,2:1B+,1:1B+,2:1B+,1:1A,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,8,Y,139,75,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A-,2:0,0:0NA,0:0NA,1:1B,1:1B+,1:1A,1:1A-,1:1B+,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,3,117,1:1B,2:1B,1:1C,2:0F,1:1B+,1:1B-,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1B+,1:1C+,1:1C+,1:1B-,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,Y,13,169,1:1B,1:1B,1:1C,2:1B,2:1A,1:0,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1A-,1:1B,0:0NA,1:1B-,0:0NA,0:0NA
230727B,5,Y,70,52,1:1A,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1B+,1:1A-,1:1C+,1:1B-,0:0NA,1:1A-,0:0NA,0:0NA
230727B,3,Y,6,121,1:1C,1:1C,1:1A,1:1C+,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:1C,1:1A,1:1A-,1:1B-,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,7,Y,41,107,1:1B,1:1B-,1:1C,1:1C,2:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,2:0,3:1C+,3:1B-,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,5,Y,3,134,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA
230727B,1,Y,8,121,1:1B,3:0C+,2:1C,1:1D,1:1A-,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,2:1B-,1:1B-,0:0NA,2:1C+,0:0NA,0:0NA
230727B,3,N,70,18,1:1,1:1C,1:1B,1:1B,1:1B,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,1:1C+,1:0F,1:1C,0:0NA,2:1C,0:0NA,1:1D-,0:0NA,0:0NA
230727B,5,Y,12,118,1:1C,1:1C,2:1D,2:0,1:1B,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1C+,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,8,Y,70,52,1:1C,1:1C,1:1B,1:1B,1:1A-,0:0NA,2:1B+,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,2:1A,1:1B-,1:1B,1:1C+,0:0NA,1:1D+,0:0NA,0:0NA
230727B,3,Y,0,123,2:0B,1:1C,1:1C,1:1B-,1:1A-,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1B,2:1B+,1:1B-,1:1C,1:1C+,0:0NA,3:1B+,0:0NA,0:0NA
230727B,11,Y,70,53,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1C,2:1B-,1:1C,1:1B-,1:1B+,0:0NA,1:1B-,0:0NA,0:0NA
230727B,11,Y,94,44,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,Y,0,135,1:1C,1:1C,1:1B,1:1B,1:1B+,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B+,1:1A-,1:1B+,0:0NA,1:1B,0:0NA,0:0NA
230727B,9,Y,3,127,1:1C,1:1B+,1:1B-,1:1B,1:1A,1:1C,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,2:1A-,0:0NA,2:0,2:1C+,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,N,54,21,1:1B,1:1D,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,8,Y,70,55,1:1C,1:1B,1:1C,1:1C,1:1A,1:0,1:1C,1:1B,1:1C,0:0NA,0:0NA,2:1B,4:1B,2:1B,1:1D,2:1B-,0:0NA,2:1D+,0:0NA,0:0NA
230727B,9,Y,11,126,1:1A,1:1B,1:1C-,1:1C-,1:1C,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1B+,1:1B+,1:1B,1:1B+,1:1B+,0:0NA,1:1B,0:0NA,0:0NA
230727B,2,Y,0,145,2:0A,1:1B,3:1B+,1:1C,1:1C,1:1A-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,2:1C+,1:1B-,1:1C+,1:1C,0:0NA,1:1B+,0:0NA,0:0NA
230727B,2,Y,50,75,1:1A,1:1B+,1:1B,1:1A,1:1A,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A-,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,Y,70,58,1:1C,1:1C,1:1C,1:1A,1:1B,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:0F,1:1B,2:1D+,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,76,67,1:1C,1:1B,1:1C,1:1B,2:1C,0:0NA,1:1B,1:1A,0:0NA,1:1B,1:1B,1:1B,1:1B+,1:1B+,1:1B-,1:1B,0:0NA,1:1D,0:0NA,0:0NA
230727B,7,Y,30,97,1:1C+,1:1D-,1:1B,1:1C,2:1A-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1D+,1:1B-,1:1B-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,6,N,114,16,1:1B,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,N,70,27,1:1A,1:1A,1:1B,1:1A,1:1C,0:0NA,1:1B,1:1A,0:0NA,1:1D,0:0NA,1:1B-,2:1A,1:1A,2:1B-,1:1B-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,N,70,26,1:1B,1:1C,1:1B,1:1B,1:1A,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1B-,1:0,0:0NA,2:0,0:0NA,1:1D+,0:0NA,0:0NA
230727B,6,Y,70,64,1:1B,1:1C,1:1C,1:1B,1:1C,2:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1A-,1:1B-,1:1B-,2:1C-,0:0NA,1:1A-,0:0NA,0:0NA
230727B,7,Y,70,65,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,1:1B+,1:1C+,1:1C+,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,5,Y,70,50,1:1B,1:1C,1:1B,1:1B,1:1A,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,1:1B-,1:1B,1:1B-,1:1B-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,2,Y,83,69,1:1A,1:1B,1:1B,1:1A,1:0,0:0NA,1:1B,1:1A,2:1B,0:0NA,0:0NA,1:1B-,2:1B-,1:1B-,1:1B-,1:1C+,0:0NA,2:1C,0:0NA,0:0NA
230727B,4,Y,70,58,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1A-,1:1B,2:1B-,1:1C+,0:0NA,2:1B-,0:0NA,0:0NA
230727B,4,N,48,56,1:1B,1:1A,2:0,1:1B,1:1B+,0:0NA,1:1C,1:1B,2:1C,0:0NA,0:0NA,1:1B-,2:1C,1:1B-,1:1C,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,5,Y,67,53,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B+,1:1B-,1:1B,1:1A-,1:1C-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,6,Y,70,67,1:1B,1:1D,1:1C,1:1B,1:1A,1:1D+,1:1B+,1:1B,1:1C,0:0NA,0:0NA,1:1B+,1:1A,1:1B-,1:1B+,1:1C-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,70,50,1:1C,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,1:1C,1:1B-,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,7,Y,59,114,1:1C,1:1C,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,2:1B-,1:0F,1:1D+,2:0,1:1D,0:0NA,2:1B,0:0NA,0:0NA
230727B,4,Y,59,65,1:1A,1:1C,1:1B,1:1A,1:1B,0:0NA,1:1B,2:0F,0:0NA,1:1B,0:0NA,3:1B,2:1A,2:1D,3:0,2:1C,0:0NA,3:0,0:0NA,0:0NA
230727B,2,Y,70,84,3:0C,2:1B-,2:1C,1:1C-,1:1C+,1:1C,0:0NA,2:1D,1:1A-,0:0NA,0:0NA,2:1B+,2:0,2:1C,1:1C,1:1B,0:0NA,2:1C,0:0NA,0:0NA
230727B,7,Y,68,52,1:1B,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,1:1B,1:1B-,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,6,N,61,52,2:0,1:1C,1:1C,1:1B,1:1A-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,2:0,2:1B-,1:1C-,1:1C-,0:0NA,3:1C-,0:0NA,0:0NA
230727B,8,Y,16,112,1:1B,1:1B,3:0,1:1C,2:1A,0:0NA,1:1A,1:1B-,0:0NA,0:0NA,0:0NA,1:1B-,1:1A-,1:1A-,1:1A,1:1B+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,Y,84.3,66,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,1:1C,1:1B+,1:1A,1:1A,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,11,N,65,58,1:1A,5:1C,1:1C,1:1C,1:1A,4:0F,0:0NA,1:1B,1:1C,0:0NA,0:0NA,3:1B,2:1D+,2:1C,1:1C,1:1C,0:0NA,2:0,0:0NA,0:0NA
230727B,6,Y,95.3,56,1:1A,2:1C,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1B+,1:1A-,1:1A,1:1A,2:1A,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,Y,65,65,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C-,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,4,N,0,125,1:1A,1:1B+,1:1A,1:1B-,1:1A,1:1B,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,2:1A,2:1A,2:1C+,2:1B-,2:1A,0:0NA,2:1C+,0:0NA,0:0NA
230727B,8,Y,89.2,55,1:1B,1:1B,1:1B-,1:1C,3:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1B+,1:1C+,2:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,N,68,41,1:1B,1:1B,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1C+,1:1D,1:1C,1:1C,1:1C+,0:0NA,4:0,0:0NA,0:0NA
230727B,7,Y,70,55,2:0,1:1B,2:0,1:1C,2:0,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,1:1B,1:1D+,0:0NA,1:1C,0:0NA,0:0NA
230727B,8,Y,61.5,77,1:1B,2:1B,1:1C,1:1C,1:1B+,0:0NA,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1B,1:1C-,1:1D+,1:1C,3:1B-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,3,Y,60,66,1:1,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,2:1B+,1:1B,1:1C+,1:1B-,2:1B+,0:0NA,3:0,0:0NA,0:0NA
230727B,5,Y,70,50,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,1:1A,1:1D,1:1C+,2:1B+,0:0NA,2:1B,0:0NA,0:0NA
230727B,2,Y,6,134,1:1A,1:1A,1:1B,1:1B,1:1A-,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,1:1A-,1:1A-,5:1C+,0:0NA,1:1B-,0:0NA,0:0NA
230727B,3,Y,70,55,1:1A,1:1B,1:1B,1:1C,1:1C,0:0NA,1:1C,1:1B,0:0NA,1:1C,0:0NA,1:1B,0:0NA,1:1C+,2:1C,1:1B,0:0NA,2:0F,0:0NA,0:0NA
230727B,7,Y,100,63,1:1C,1:1CR,1:1B,1:1D,1:1CR,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1A-,1:1B,2:1B,1:1A-,0:0NA,1:1B,0:0NA,0:0NA
230727B,7,Y,70,50,1:1A,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,1:1B+,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,N,74,79,1:1,2:1A-,2:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1B,1:1A,1:1B+,1:1B-,2:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,4,Y,70,50,1:1B,1:1C,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1A,1:1B+,1:1D+,1:1C,1:1D+,0:0NA,1:1C-,0:0NA,0:0NA
230727B,4,Y,70,61,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1A-,2:1B,2:0,1:1B,0:0NA,2:1C+,0:0NA,0:0NA
230727B,3,N,70,15,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1A,1:1B+,0:0NA,1:1A,1:1C,1:1C+,2:1A,1:1A,2:1A-,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,70,56,1:1,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1B+,1:1B,0:0NA,1:1,0:0NA,1:1C+,0:0NA,2:1B,1:1C+,2:1C,0:0NA,1:1D+,0:0NA,0:0NA
230727B,5,Y,68,82,1:1B,1:1B-,1:1B-,1:1B,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1B-,1:1C-,1:1C+,1:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,6,Y,62,60,1:1A,1:1A,1:1C,1:1B,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1B-,0:0NA,0:0NA
230727B,7,N,70,28,1:1C,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:0WU,1:1A,1:0F,1:1C+,0:0NA,1:1D-,0:0NA,0:0NA
230727B,5,Y,70,50,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,1:1A-,1:1C+,1:1C+,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,12,Y,89,64,1:1B,1:1B,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,2:1B+,0:0NA,1:1B-,1:1B+,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,72.7,61,1:1B,1:1C,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1C,0:0NA,1:1B,0:0NA,1:1B-,0:0NA,1:1C-,1:1B-,1:1A,0:0NA,1:1D,0:0NA,0:0NA
230727B,7,Y,70,55,1:1B,1:1C,1:1B,1:1A,1:1A,2:0,1:1B,2:1C,0:0NA,1:1B,0:0NA,1:1B,2:0,2:1B+,2:0,1:1A,0:0NA,1:1D,0:0NA,0:0NA
230727B,1,N,60,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,5,Y,76,46,1:1A,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1B,1:1A-,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,Y,3,134,2:0B,2:1B,1:1C,2:1B-,1:1B+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1C+,2:1C-,1:1C,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,8,Y,70,51,1:1B,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1D,1:1C,1:1C+,1:1C,0:0NA,2:1B-,0:0NA,0:0NA
230727B,2,Y,70,55,1:1A,1:1A,1:1B,1:1C,1:1C,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B-,1:1C,1:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,6,Y,70,52,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1B,1:1A,1:1A,0:0NA,0:0NA,1:1C,1:1B+,1:1B,1:1C+,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,8,Y,70,68,1:1C,1:1C+,1:1C,1:1B,2:1A,0:0NA,0:0NA,1:1C-,1:1D,0:0NA,0:0NA,1:1C,2:1C+,2:1D+,1:1C-,1:1B-,0:0NA,1:1D-,0:0NA,0:0NA
230727B,3,N,70,21,1:1B,1:1B,1:1B,1:1A,1:1A,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,2:1A,1:1C,1:1C,0:0NA,2:0,0:0NA,0:0NA
230727B,6,Y,70,50,1:1B,1:1A,1:1B,1:1B,1:1C,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:0,1:1C,1:1B,1:1D-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,4,Y,70,65,1:1A,1:1C,1:1B,1:1B,1:1B+,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1B-,1:1B-,1:1D+,0:0NA,1:1D+,0:0NA,0:0NA
230727B,6,Y,15,133,2:0F,1:1D+,3:1D,1:1B,1:1B,1:1C-,0:0NA,1:1C,2:1B,0:0NA,0:0NA,1:1B,2:1A,1:1C-,1:1B-,1:1D+,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,62.2,67,0:0NA,0:0NA,1:1B-,1:1A,1:1B-,1:1B,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,1:1B-,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1B-,0:0NA,0:0NA
230727B,6,Y,97,69,1:1C,1:1CR,1:1B,1:1B,1:1CR,0:0NA,1:1A-,1:1B,1:1B,0:0NA,0:0NA,1:1B,1:1B+,1:1A-,2:1A,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,72.5,49,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1A-,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA
230727B,2,Y,59,75,3:1A,1:1C,1:1C,1:1C+,1:1A,2:1B,1:0C+,1:1C,0:0NA,1:1C,1:1C,1:1B+,1:1A-,1:1B-,3:1C+,1:1B,0:0NA,4:1B-,0:0NA,0:0NA
230727B,4,Y,57,82,2:0,1:1A,1:1A,1:1C,1:1B,2:1A,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1B+,1:1B+,1:1B,1:1B,0:0NA,1:1B-,0:0NA,0:0NA
230727B,4,N,60,28,1:1B,1:1A,1:1C+,1:1B,1:1C,0:0NA,1:1C+,3:0F,0:0NA,1:1C,3:0D+,0:0NA,0:0NA,1:0,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA
230727B,9,Y,115,57,1:1A,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA,1:1B-,3:1B,1:1C,1:1A,0:0NA,1:1B-,0:0NA,0:0NA
230727B,8,Y,66,55,1:1C,1:1B,1:1B,1:1A,1:1B,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1B,1:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,7,Y,70,58,1:1A,1:1B-,1:1B,1:1B,2:1A,0:0NA,1:1B,1:1A,1:1B,0:0NA,0:0NA,1:1A-,1:1B-,1:1B-,1:1B+,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,8,Y,66,59,1:1C,1:1B,1:1C,1:1A,1:1B,0:0NA,1:1C+,1:1B,1:1C,0:0NA,0:0NA,1:1C,1:1A,1:1B,1:1B+,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,Y,65,58,1:1B,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1C+,1:1A,0:0NA,0:0NA,0:0NA,3:1B,1:1A-,2:1C,2:0,1:1B,0:0NA,2:0,0:0NA,0:0NA
230727B,7,Y,76,46,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,1:1B-,1:1B,1:1B-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,2,Y,70,83,1:1A,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1B,2:1B,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
230727B,10,Y,65,70,1:1A,1:1B+,1:1B-,1:1B-,1:1B+,1:1D,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,2:1C,2:1D,2:1D,0:0NA,2:0,0:0NA,0:0NA
230727B,3,N,21,63,1:1C,1:1D,2:1C+,3:0,1:1B+,0:0NA,1:1B+,1:1B,1:1B-,0:0NA,0:0NA,2:1C,2:1D+,5:1D+,2:0,1:1C,0:0NA,1:0,0:0NA,0:0NA
230727B,5,Y,70,68,1:1C,1:1B,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1A,1:1C-,1:1B,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,7,Y,63.3,61,1:1C,1:1C,1:1C,1:1C,1:1A,1:1A,0:0NA,1:1B+,0:0NA,1:1B,0:0NA,1:1B,1:1B+,1:1C,1:1B,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,6,Y,80,50,1:1B,1:1A,1:1A,1:1A,1:1B,1:1A-,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1C+,1:1A,2:1C-,2:0,1:1A-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,7,Y,61,84,1:1D,2:1D,1:1B,1:1A,2:1C+,1:1C-,2:1A,1:1C+,2:1C,0:0NA,0:0NA,1:1B-,1:1A,1:1C,1:1B-,1:1C,0:0NA,1:1D+,0:0NA,0:0NA
230727B,7,Y,69,62,1:1C,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1B,1:1A-,0:0NA,0:0NA,1:1A,1:1A,1:1B+,1:1B-,1:1A-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,11,Y,70,50,1:1B,1:1B,1:1C,1:1C,1:1A-,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1D+,1:1C,1:1B+,1:1C-,0:0NA,2:1C,0:0NA,0:0NA
230727B,3,Y,0,170,2:0A,1:1B,1:1A,1:1B,1:1A,1:1B-,0:0NA,1:1B-,0:0NA,1:1B-,2:1C,1:1C,0:0NA,1:1B,1:1B+,1:1B,0:0NA,1:1B,0:0NA,0:0NA
