Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,ECON160,ECON161,COMP100,SOM120,ENGL205,BLAW280,MATH103,MATH150A,MATH150B,BUS302,FIN303,MGT360,MKT304,SOM306,BUS497,BLAW308,FIN352,FIN355
230727B,9,Y,79,62,1:1C,1:1B+,1:1B+,1:1C,1:0,1:1B,0:0NA,2:1A-,1:1D,0:0NA,0:0NA,1:1B,0:0NA,1:1C,1:1B,1:1B+,0:0NA,1:1A,0:0NA,0:0NA
230727B,4,Y,70,58,1:1B,1:1B,1:1C,1:1B,1:1B-,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1A-,1:1C,1:1C,1:1C,1:1C-,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,33,106,1:1B+,1:1A,1:1A,1:1A,1:1A-,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,1:1C,1:1B+,1:1C+,1:1B-,1:1A,0:0NA,1:1C-,0:0NA,0:0NA
230727B,3,Y,70,51,1:1A,1:1B,1:1A,1:1A,1:1B,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,2:1A,1:1B-,1:1B,1:1D,0:0NA,2:1B+,0:0NA,0:0NA
230727B,8,Y,20,105,1:1B,1:1B,2:1C+,1:1B,1:1B,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1C,2:1C+,1:1D+,0:0NA,1:1D,0:0NA,0:0NA
230727B,8,Y,70,71,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1B,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1C+,1:1A-,0:0NA,2:1B+,0:0NA,0:0NA
230727B,6,Y,55,70,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,2:1B+,0:0NA,0:0NA,2:1B,1:1B+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,5,Y,87,52,1:1B,1:1B,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,1:1B+,1:1C,1:1B-,1:1D+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,4,Y,59,62,1:1B,1:1B,1:1B,1:1A,1:1B,0:0NA,1:1C,1:1B,0:0NA,1:1C,0:0NA,1:1A,1:1A,2:0,1:1C,1:1B,0:0NA,3:0,0:0NA,0:0NA
230727B,7,Y,70,62,1:1B,1:1C,1:1C,1:1A,1:1B,0:0NA,2:0,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1C-,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,10,Y,18,108,1:1C,1:1A,1:1A,1:1A,1:1B,1:1B,1:1B+,1:1B,1:1B,0:0NA,0:0NA,3:1B,1:1A,1:1B-,2:0,1:1B+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,9,N,70,27,1:1B,1:1A,1:1B,1:1A,1:1B,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,2:1B+,1:0F,1:1C-,2:1C+,2:0F,0:0NA,1:0WU,0:0NA,0:0NA
230727B,7,N,0,82,1:1C,1:1C+,1:1C+,1:1D+,1:1A,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,2:0F,1:0F,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,60,61,2:1C,1:1C,1:1B,1:1B,1:1A,1:1B-,2:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,2:1B-,1:1B-,1:1B,0:0NA,2:0,0:0NA,0:0NA
230727B,9,N,66,67,1:1C,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1A-,2:0,1:1B-,1:1C+,0:0NA,3:1C+,0:0NA,0:0NA
230727B,4,Y,63,67,1:1B,1:1C,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1C+,2:1B,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,9,N,19,53,1:1B,2:1D,4:1A-,2:1D-,3:1A,3:1A,0:0NA,1:1C+,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,Y,107,49,1:1C,1:1D-,1:1B,1:1A,1:1B,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1A,1:1B-,1:1A,1:1C+,1:1C+,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,Y,70,56,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1D,2:1B,1:1B+,2:1C,2:1B+,0:0NA,2:1B,0:0NA,0:0NA
230727B,8,Y,3,128,2:0A,1:1C,2:1B+,2:1C,1:1A-,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,3:1B,1:1B,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,9,Y,70,77,4:0,2:1B-,1:1C,1:1C,1:1B,0:0NA,1:1B+,1:1C+,0:0NA,1:1C,0:0NA,1:1B,1:1C+,1:1C,1:1A,1:1C+,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,N,69,44,1:1C,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1D-,1:1C,1:1C+,1:1B,0:0NA,2:1D+,0:0NA,0:0NA
230727B,5,Y,70,50,1:1C,1:1B,1:1B,1:1A,1:1B,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1A,1:1C+,1:1C+,1:1C+,0:0NA,1:1D,0:0NA,0:0NA
230727B,11,Y,70,83,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A-,2:1A-,1:1B,0:0NA,1:1A-,0:0NA,0:0NA
230727B,6,Y,70,50,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B-,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,133,102,1:1B+,1:1A,1:1C,1:1A,1:1B-,1:1B,1:1A-,1:1A-,1:1A,0:0NA,0:0NA,1:1B+,1:1B+,1:1B,1:1B-,1:1A-,0:0NA,2:1B,0:0NA,0:0NA
230727B,9,Y,70,56,1:1C,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1D+,1:1C+,1:1C,2:1A,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,70,66,1:1C,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1C,1:1C,1:1A-,0:0NA,0:0NA,2:1C+,1:1B,1:1B,1:1B-,1:1B-,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,Y,70,53,1:1C,1:1C,1:1C,1:1B,1:1A,0:0NA,1:1B-,1:1C,2:1C,0:0NA,0:0NA,1:1B,1:1C,1:1C,1:1C-,1:1D+,0:0NA,2:1D,0:0NA,0:0NA
230727B,6,N,60.5,46,1:1D,1:1D,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,3:1B,1:1B-,2:1C+,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230727B,10,Y,74,89,1:1B,1:1C+,1:1B,1:1C,1:1A-,1:1C+,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1C+,1:1B+,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,5,Y,32.7,102,1:1B,2:1C,1:1A,1:1A,1:1A-,0:0NA,1:1B-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1B,2:1C,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,9,Y,33,139,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,0:0NA,0:0NA,1:1B,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,N,15,65,1:1B,0:0NA,1:1B+,0:0NA,1:1B+,0:0NA,1:1A,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,3,Y,69,52,1:1B,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1B,1:1B,3:1B-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,2,Y,74,70,1:1A,1:1A,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,1:1C,0:0NA,1:1B,1:1A,1:1A-,1:1C+,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,3,Y,63,62,1:1C,1:1D,1:1B,1:1C,1:1A,1:1C+,0:0NA,1:1A,0:0NA,1:1C,0:0NA,1:1B+,1:1B,1:1C+,1:1D,1:1A-,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,15,114,2:1C,1:1C,1:1A,1:1B,1:1A,1:1A-,1:1B+,1:1C,1:1C,0:0NA,0:0NA,1:1A,3:1B,1:1A,1:1B-,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,3,Y,68,57,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:1A-,0:0NA,0:0NA,2:1B+,1:1A-,1:1B+,1:1A-,3:1A,0:0NA,1:1B-,0:0NA,0:0NA
230727B,12,Y,70,59,1:1C,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1A,1:1B,1:1C,0:0NA,0:0NA,2:1A,1:1A,1:1B,1:1A-,1:1D,0:0NA,1:1C+,0:0NA,0:0NA
230727B,6,Y,67,53,1:1A,1:1A,1:1A,1:1C,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1B+,1:1B-,1:1A,1:1B+,1:1C,0:0NA,2:1C+,0:0NA,0:0NA
230727B,3,Y,70,61,1:1A,1:1A,1:1A,1:1B,1:1A,1:1B-,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1C+,1:1B,1:1B+,1:1B,0:0NA,1:1B,0:0NA,0:0NA
230727B,7,N,73,62,1:1B,1:1B,0:0NA,1:1B,1:1B,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,3:1D+,1:1C,1:1B,1:1C,0:0NA,1:1D+,0:0NA,0:0NA
230727B,7,Y,76,84,1:1B,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1A-,1:1C,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA
230727B,8,Y,70,53,1:1C,1:1B,1:1B,1:1B,1:1B,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,2:1C,1:1C-,1:1B,1:1D-,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,70,62,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1C+,1:1C,1:1C+,1:1B-,0:0NA,1:1C-,0:0NA,0:0NA
230727B,8,Y,70,62,1:1,1:1A,1:1A,1:1A-,1:1D,0:0NA,2:0,1:1B,1:1A,0:0NA,0:0NA,1:1C+,0:0NA,1:1B+,1:1B,1:1C,0:0NA,2:1C+,0:0NA,0:0NA
230727B,4,Y,70,54,1:1C,1:1B,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C,2:1C,1:1A-,0:0NA,1:1D,0:0NA,0:0NA
230727B,6,Y,70,70,1:1B,1:1C,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:1A,0:0NA,1:1C,0:0NA,1:1B+,1:1B+,1:1B-,1:1C,1:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,8,Y,70,62,1:1A,1:1A,1:1A,1:1C,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
230727B,5,Y,70,66,1:1A-,1:1A,1:1A,1:1B,0:0NA,1:1A-,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,2:1C-,1:1B-,1:1C,0:0NA,1:1B-,0:0NA,0:0NA
230727B,7,N,55,27,1:0F,0:0NA,1:1D,1:1C,1:1C,0:0NA,1:1B+,1:0WU,2:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,Y,70,55,1:1A,1:1B,1:1A,1:1B,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1B,1:1B-,1:1B-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,1,N,61.9,15,1:1,1:1B,1:1B,1:1A-,1:1A,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1B,1:1C+,1:1B,1:1B,2:1C,0:0NA,2:1C,0:0NA,0:0NA
230727B,5,Y,5,130,2:0,1:1C,2:1B+,1:1B-,1:1A,1:1C,1:1A,1:1B-,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B+,1:1C,1:1C+,0:0NA,1:1B,0:0NA,0:0NA
230727B,12,Y,70,94,1:1A,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:1C,1:1D+,1:1C-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,7,Y,0,123,1:1B,2:1B,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,1:1B,1:1B-,0:0NA,1:1B,0:0NA,0:0NA
230727B,3,Y,70,64,1:1,2:1B,1:1C,1:1C,1:1C,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,1:1C-,1:1B+,1:1B,1:1C-,0:0NA,1:1C+,0:0NA,0:0NA
230727B,9,Y,70,50,1:1A,2:1A,2:1A,1:1A,1:1B,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,2:0,1:1A,1:1A-,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,6,Y,70,53,1:1B,1:1A,1:1C,1:1B,1:1A,0:0NA,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B+,1:1A,1:1C,1:1C+,1:1C-,0:0NA,1:1B,0:0NA,0:0NA
230727B,8,N,18,110,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B,1:1A-,1:1A,0:0NA,1:1A-,0:0NA,0:0NA
230727B,6,Y,76,46,1:1C,1:1A,1:1C,1:1C,1:1A,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C-,1:1C,1:1B,0:0NA,1:1D,0:0NA,0:0NA
230727B,4,N,70,18,1:1C,1:1D,1:1C,1:1C,1:1A,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,1:1B-,2:1C,1:1D,1:0F,1:1C-,0:0NA,0:0NA,1:0I,1:1C
230727B,3,Y,70,50,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1C+,1:1A,1:1A,1:1B-,1:1A,0:0NA,1:1A,0:0NA,0:0NA
230727B,5,Y,94,69,1:1C,1:1CR,1:1A,1:1B,1:1CR,0:0NA,1:1B+,1:1B,1:1A,0:0NA,0:0NA,1:1B-,1:1A,1:1D+,1:1B,1:1A-,0:0NA,1:1C,0:0NA,0:0NA
230727B,2,Y,70,55,1:1B,1:1B,1:1C,1:1C,1:1A,1:0,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1B-,1:1B,2:0,0:0NA,1:1C,0:0NA,0:0NA
230727B,6,Y,17,113,1:1C,1:1D,2:1C,1:1C,1:1A,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:1C+,1:1B,1:1C+,1:1C+,0:0NA,2:1C,0:0NA,0:0NA
230727B,11,Y,67,89,1:1B,1:1B,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C,2:1B+,2:1C,2:1B,2:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,5,N,70,43,1:1,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1A,2:1C,0:0NA,0:0NA,1:1B-,1:1A,1:1B+,1:1C+,1:1B-,0:0NA,1:1D+,0:0NA,0:0NA
230727B,4,N,70,27,1:1C,1:1A,1:1C,1:1C,1:1B,0:0NA,1:1B,1:1C,0:0NA,1:1B,0:0NA,1:1C+,3:1C-,1:1C,1:1C-,2:0,0:0NA,2:1D,0:0NA,0:0NA
230727B,3,Y,70,52,1:1B,1:1A,1:1B,1:1B,1:1B,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,2:1C,1:1B-,2:1C,1:1B-,0:0NA,2:1C+,0:0NA,0:0NA
230727B,10,Y,160,56,1:1A,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1C,1:1B,1:1B-,0:0NA,0:0NA,1:1B-,2:1B+,1:1C,1:1C+,1:1C,0:0NA,1:1C+,0:0NA,0:0NA
230727B,7,Y,69,73,1:1B,0:0NA,1:1C,1:1C,2:1C+,0:0NA,0:0NA,2:1A,1:1C,0:0NA,0:0NA,1:1B,1:1A,2:1C,1:1C+,1:1C,0:0NA,2:1C,0:0NA,0:0NA
230727B,10,Y,63,66,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,1:1C,1:0D,1:1C,1:1B-,1:1C-,0:0NA,1:1B,0:0NA,0:0NA
230727B,4,N,81,68,1:1A,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1C+,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1B,1:1B-,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,4,Y,123,64,1:1C,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1B,1:1A,1:1B,1:1A,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,N,66,0,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1C,1:1B,0:0NA,0:0NA,1:1B+,1:1A-,1:0,1:0,2:0,0:0NA,2:0,0:0NA,0:0NA
230727B,3,Y,10,123,1:1B,1:1B-,1:1C,1:1B,1:1B+,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,1:1C,1:1C+,1:1B+,1:1B,1:1A-,0:0NA,1:1C,0:0NA,0:0NA
230727B,6,Y,8,117,1:1A,1:1B-,1:1C,1:1C-,1:1A,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,1:1C+,1:1B,1:1C,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA
230727B,9,Y,119,75,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A-,1:1A-,1:1A,1:1B,0:0NA,0:0NA,1:1B+,1:1A,1:1C-,1:1A,1:1A,0:0NA,2:0,0:0NA,0:0NA
230727B,3,Y,5,154,0:0NA,0:0NA,3:0C,2:1C,0:0NA,0:0NA,0:0NA,2:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C,2:1B,0:0NA,0:0NA,2:1C,0:0NA,0:0NA
230727B,11,Y,65,73,1:1D+,1:1D,1:1C,1:1B,1:1A,0:0NA,0:0NA,1:1C+,0:0NA,1:1D,0:0NA,1:1B,2:1D,3:1A-,2:1C,1:1C,0:0NA,2:1C,0:0NA,0:0NA
230727B,8,Y,70,64,1:1B,1:1C,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1A,1:1A,1:1D,0:0NA,1:1B,2:1B,2:1A-,2:1C,2:1C-,0:0NA,2:1C+,0:0NA,0:0NA
230727B,5,N,70,46,1:1A,1:1B,1:1B,1:1A,1:1C-,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,1:1C,2:1B,1:1A,1:1B,1:1A-,0:0NA,1:1C,0:0NA,0:0NA
230727B,3,Y,68.5,64,1:1A,1:1A,1:1A,1:1C,1:1C,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1B,1:1B,1:1B,0:0NA,1:1D+,0:0NA,0:0NA
230727B,11,Y,0,131,1:1C-,1:1C,1:1C-,1:1B-,1:1A-,0:0NA,0:0NA,1:1C,2:1B,0:0NA,0:0NA,1:1B-,1:1C+,1:1B+,1:1B,1:1D+,0:0NA,2:1C-,0:0NA,0:0NA
230727B,13,Y,70,64,1:1B,2:1C-,1:1C,1:1B,1:1C+,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,1:1C,1:1C+,1:1C,0:0NA,1:1D+,0:0NA,0:0NA
230727B,10,Y,17,111,1:1C+,1:1A,1:1B,1:1C+,1:1A,0:0NA,1:1A-,2:0,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1A-,1:1B,2:1B+,0:0NA,1:1B-,0:0NA,0:0NA
230727B,5,Y,70,61,1:1B,1:1C,1:1C,1:1B,2:1A,0:0NA,1:1B,1:1C,0:0NA,1:1C,0:0NA,1:1B,1:1A,1:1A,1:1B-,1:1B,0:0NA,1:1C+,0:0NA,0:0NA
230727B,11,Y,70,110,1:1A,1:1A,1:1A,1:1B,1:1D,1:1A-,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,1:1B+,1:1B+,1:1A,1:1B-,1:1B,0:0NA,1:1A,0:0NA,0:0NA
230727B,3,Y,70,52,1:1A,1:1A-,1:1A,1:1C,1:1A,0:0NA,1:1A,0:0NA,1:0,0:0NA,0:0NA,1:1A,0:0NA,1:1A-,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,70,60,1:1C,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1A-,1:1B,1:1C,0:0NA,0:0NA,1:1C+,1:1A,1:1B+,1:1B,1:1D+,0:0NA,1:1A-,0:0NA,0:0NA
230727B,4,Y,0,139,1:1B,1:1A,1:1B,1:1B+,1:1A,1:1A-,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1C-,2:0,2:1B,2:0,0:0NA,1:1C-,0:0NA,0:0NA
230727B,8,Y,62,85,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA
230727B,4,Y,66,58,2:1C,1:1B+,1:1B,1:1C,1:1A,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1C,1:1C+,1:1B+,2:1A-,1:1C,0:0NA,1:1B-,0:0NA,0:0NA
230727B,5,Y,63,69,1:1B,1:1B,1:1C,1:1C,1:1A,0:0NA,1:1C,1:1B,0:0NA,1:1C,0:0NA,1:1C+,0:0NA,2:1D,2:1C,1:1C,0:0NA,1:1C-,0:0NA,0:0NA
230727B,5,Y,68,52,1:1B,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C-,1:1C-,1:1B,1:1C-,0:0NA,1:1B,0:0NA,0:0NA
230727B,6,N,70,24,1:1A,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1C-,1:1D,0:0NA,1:0WU,0:0NA,0:0NA
230727B,4,Y,66,55,1:1A,1:1A,1:1C,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C+,1:1C-,1:1A-,1:1C+,0:0NA,1:1C,0:0NA,0:0NA
230727B,4,Y,70,57,1:1B,1:1A,1:1B,1:1C,1:1C,0:0NA,1:1B,1:1A,1:1A-,0:0NA,0:0NA,1:1B,2:0,2:1B+,2:1B,2:1A-,0:0NA,1:1B,0:0NA,0:0NA
230727B,6,Y,70,76,1:1B,1:1B,1:1A,1:1A,1:1A,1:1B-,1:1A,1:1A,0:0NA,1:1C,0:0NA,3:0,0:0NA,1:0,2:1B,0:0NA,0:0NA,1:1D,0:0NA,0:0NA
230727B,4,Y,64,82,1:1A,1:1A,1:1A,1:1B+,1:1A,0:0NA,1:1B-,1:1A,0:0NA,0:0NA,1:1A,1:1A-,1:1A,1:1A,1:1B-,2:1A-,0:0NA,1:1B,0:0NA,0:0NA
230727B,1,Y,33,128,2:0B,1:1C,1:1C,2:1B-,1:1A,0:0NA,1:0A,1:1B,0:0NA,0:0NA,0:0NA,3:1B-,2:1B,1:1B-,1:1C,2:1B-,0:0NA,1:1B-,0:0NA,0:0NA
230727B,4,Y,70,52,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:0,1:1A-,1:1A-,1:1A-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,7,N,70,6,1:1B,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA
230727B,6,Y,76,52,1:1A,1:1A,1:1B,1:1B,1:1A,1:1C-,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1B+,1:1B+,1:1B-,1:1B+,1:1B,0:0NA,1:1C,0:0NA,0:0NA
230727B,7,Y,70,67,1:1A,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1B,1:1B,0:0NA,1:1A,0:0NA,1:1B+,1:1A,1:1C+,1:1A-,1:1A-,0:0NA,1:1B,0:0NA,0:0NA
230727B,5,Y,70,59,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C+,1:1A,0:0NA,1:1B,0:0NA,1:1C,1:1A,1:1C,1:1C+,2:1A,0:0NA,1:1B-,0:0NA,0:0NA
230727B,4,Y,61,70,1:1B,1:1C,1:1C,1:1B,1:1A,1:1D,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,1:1C+,0:0NA,1:1B+,1:1A-,2:1A-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,7,N,17,103,1:1C,1:1D,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1C+,1:1C-,1:1B-,1:1C+,1:1D-,0:0NA,1:1D,0:0NA,0:0NA
230727B,3,Y,9,124,1:1B,1:1C+,1:1B,1:1C,1:1A-,1:1B,0:0NA,1:1B+,1:1B+,0:0NA,0:0NA,1:1C,1:1B+,1:1A-,1:1B-,1:1B-,0:0NA,1:1B+,0:0NA,0:0NA
230727B,4,Y,68,52,1:1B,1:1B,1:1B,1:1A,1:1B,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1C+,1:1C,1:1B-,0:0NA,1:1D+,0:0NA,0:0NA
