Graduated,N_Terms,Transfer_Cr,Inst_Cr,Total_Cr,PSY150,MATH140,PSY250,PSY320,PSY310,PSY321,PSY352,PSY345,PSY313,PSY301,PSY312,PSY365,MATH93,PSY302,MATH102,PSY356,PSY361,PSY370,PSY367,PSY230,PSY200,MATH92,PSY369,PSY351,PSY305,PSY350,PSY383,MATH104,PSY382,MATH105,PSY386,MATH103
Y,5,60.5,61.0,121.5,1:1A,1:1B,1:1B,1:1A,1:1B+,1:1A-,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,4,70.0,52.0,122.0,1:1B,1:1A,1:1B,1:1A-,1:1A-,1:1A-,2:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,4,68.0,52.0,120.0,1:1B,1:1C,1:1B,1:1B-,1:1B-,2:1B,1:1B,1:1B+,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,9.0,113.0,122.0,1:1A,2:1C,1:1D-,2:0,1:1B,1:1C,1:1B,1:1B,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,61.0,60.0,121.0,1:1C,1:1C,1:1C,1:1A-,1:1A-,1:1A,1:1B,1:1A,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,8,0.0,32.0,32.0,2:1B-,1:0WU,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1CR,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,70.0,57.0,127.0,1:1B,1:1A,1:1A,1:1A,1:1A-,1:1B,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:0,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,70.0,51.0,121.0,1:1C,0:0NA,1:1B-,1:1B-,1:1C+,1:1B,1:1A-,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,70.0,68.0,138.0,1:1B,0:0NA,1:1B-,2:1B-,1:1A,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,1:1A,0:0NA,1:1B,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
N,5,0.0,0.0,0.0,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,11,68.8,93.0,161.8,1:1A,1:0,1:1A,1:1A-,3:1B+,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,10,6.0,128.0,134.0,1:1A-,3:1A-,1:1A-,1:1A,1:1B+,1:1B+,1:1B+,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,1:1CR,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,0.0,122.0,122.0,1:1A,1:1B,1:1A,1:1A-,1:1B,1:1A,0:0NA,1:1A-,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,14,12.0,114.0,126.0,1:1A,0:0NA,1:1B-,1:1C-,1:1D,1:1C,0:0NA,0:0NA,1:1C-,0:0NA,1:1C,0:0NA,1:0NC,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,12,3.0,124.0,127.0,1:1A,1:1B,1:1A-,1:1B,1:1A-,1:1B,1:1B,0:0NA,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,58.0,67.0,125.0,1:1B,1:1C,1:1D,1:1A-,1:1B+,1:1A,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,15,3.0,121.0,124.0,1:1A,1:1B-,2:0,1:1B-,1:1C+,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,19,0.0,121.0,121.0,1:1B,1:1B-,1:1C-,1:1A-,3:1B,2:1A-,1:1C,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,5,0.0,29.0,29.0,1:1C-,1:0WU,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,57.0,66.0,123.0,1:1C,1:1D,1:1B,1:1C,1:1B-,2:1C+,1:1C+,0:0NA,1:1C+,0:0NA,1:1C,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,70.0,55.0,125.0,1:1A,1:1A,1:1C,2:1C,1:1B+,1:1A-,2:1A,0:0NA,1:0,0:0NA,2:1B,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,12,63.0,24.0,87.0,1:1B,1:1B,1:1B,1:0,1:1C+,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,2,56.0,64.0,120.0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,8,60.0,46.0,106.0,1:1B,1:1C,1:1C,1:1C-,1:1C,1:1C-,1:1C,1:1B,1:0,0:0NA,1:0WU,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:0,0:0NA,0:0NA,1:1C+,0:0NA,1:1C-,0:0NA
Y,4,70.0,50.0,120.0,1:1C,0:0NA,1:1C,1:1B,0:0NA,1:1B,1:1A,1:1B-,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,5,5.0,121.0,126.0,1:1A,1:1B+,1:1B,1:1C+,1:1B-,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,2:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,76.0,67.0,143.0,1:1C,1:1A,1:1A,1:1A,1:1B,1:1A-,1:1A,0:0NA,1:1B+,0:0NA,1:1A,2:1A-,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,8,68.0,16.0,84.0,1:1C,1:1B,1:1B,1:0F,1:1C+,0:0NA,1:0F,0:0NA,1:1C,0:0NA,1:1B+,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,5,67.0,15.0,82.0,1:1B,1:0,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,4,0.0,0.0,0.0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,10,35.0,127.0,162.0,1:1B,1:1B+,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,69.0,69.0,138.0,1:1A,1:1B,1:1A,1:1A-,1:1B-,3:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,2:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,69.5,52.0,121.5,1:1B,1:1B,1:1A,1:1B,1:1A,1:1A-,1:1A-,1:1A,1:1B+,0:0NA,1:1A-,1:1B+,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,6,0.0,61.0,61.0,2:0F,1:0F,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,3.0,158.0,161.0,1:1A,1:1C,1:1B+,1:1B-,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1A-,0:0NA,1:1CR,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,4,77.0,51.0,128.0,1:1A,1:1C,1:1B,1:1C,1:1C+,1:1B-,1:1A,1:1D,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,0.0,132.0,132.0,1:1C,1:1B+,1:1B,1:1B+,1:1C,1:1A-,1:1C-,1:0,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1A-,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,70.0,51.0,121.0,1:1A,0:0NA,1:1B,1:1B,1:1B,1:1A-,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:0,0:0NA,1:1C+,0:0NA,1:1A,1:0,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,1,10.0,87.0,97.0,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,101.5,31.0,132.5,1:1A,0:0NA,1:1B,1:1B-,1:1B+,1:1A-,0:0NA,1:1B,1:1B,0:0NA,1:0,1:1C+,0:0NA,1:1D,1:1C,1:0IC,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,4,32.0,73.0,105.0,1:1A,1:1C,1:1C+,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,5,67.0,55.0,122.0,1:1A,1:1B,1:1D+,2:1D+,1:1B,1:1D,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,61.0,67.0,128.0,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1C+,1:1C+,0:0NA,1:1C,0:0NA,1:1C,0:0NA,0:0NA,1:1B,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,70.0,50.0,120.0,1:1A,1:1B,1:1C,1:1B,1:1B,1:1B-,1:0,0:0NA,1:1B-,0:0NA,0:0NA,1:0,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,5,68.0,62.0,130.0,1:1B,0:0NA,1:1C,1:1B,1:1A-,1:1A,1:1A-,0:0NA,1:1A-,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,4,60.0,6.0,66.0,1:1B,1:1C,1:1B,0:0NA,1:0WU,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,5,18.0,106.0,124.0,1:1C,2:1D,2:0F,1:1D,0:0NA,1:1C+,1:1D+,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:0F,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,2,11.0,27.0,38.0,1:1A,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
N,4,63.0,0.0,63.0,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
Y,15,19.5,125.0,144.5,2:0,1:1C,2:1C,1:1B,1:1B+,1:1B+,1:1C,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,12,9.0,118.0,127.0,1:1B-,1:1C,1:1C-,1:1C,1:1C,1:1B,1:1A-,0:0NA,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,6,0.0,44.0,44.0,2:1C,2:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
N,4,3.0,51.0,54.0,1:1B+,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0NC,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,70.0,71.0,141.0,1:1A,0:0NA,1:1B+,1:1C,1:1A,1:1C,1:1B,1:1C+,1:1C+,0:0NA,1:0,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A-,1:0,0:0NA,0:0NA,1:0D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,4,96.0,35.0,131.0,1:1B,0:0NA,1:1D+,1:1C+,0:0NA,1:1C,1:1B,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B+,1:1A,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,0.0,129.0,129.0,1:1A,1:1A,1:1C+,1:1A,1:1A,1:1A,1:1B,0:0NA,1:1A,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,9,64.0,56.0,120.0,1:1A,0:0NA,1:1A,2:1A,1:1A,1:1A-,1:1A-,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,11,0.0,129.0,129.0,1:1B-,2:1A,1:1B+,1:1A-,1:1A,1:1A-,1:1A-,0:0NA,1:1A-,0:0NA,1:1A,0:0NA,1:1CR,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA
Y,7,89.6,31.0,120.6,1:1A,1:1B,2:1B,1:1B+,1:1A,1:1A-,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,4,39.0,88.0,127.0,2:1A,2:1C,1:1B,1:1C,1:1B+,0:0NA,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,9,53.0,78.0,131.0,1:1B,1:1C,1:1A,1:1B+,1:1A-,1:1A-,1:1B+,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA
Y,13,70.0,50.0,120.0,1:1B,1:1C,1:1C,1:1A,1:1B+,1:1B+,0:0NA,0:0NA,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,10,63.0,62.0,125.0,1:1C-,1:1D,1:1C,1:1C+,1:0,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,56.0,70.0,126.0,1:1C,1:1D-,1:1B-,1:1C+,1:1B-,1:1C,1:1B,0:0NA,1:1B+,0:0NA,1:1B+,0:0NA,0:0NA,1:1C+,0:0NA,1:0,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,8,64.5,59.0,123.5,1:1C,1:1C,1:1C,1:1D+,2:1B-,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,6,89.3,57.0,146.3,1:1C,1:1C,1:1A,1:1D,1:1B+,1:1B,0:0NA,1:1D,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1B,0:0NA,0:0NA
Y,5,70.0,51.0,121.0,1:1C,1:1C,1:1B,1:1B+,1:1B-,1:1D,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
Y,7,60.3,61.0,121.3,1:1B,1:1C+,1:1C,1:1B,2:1B,1:1B+,1:1C,0:0NA,1:1A,0:0NA,1:1A-,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
