Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,MATH105,MATH102,MATH104,MATH255A,BIOL106,BIOL107,CHEM101,CHEM102,PHYS100A,PHYS100B,BIOL322,BIOL360,BIOL380,CHEM333,CHEM334
780602B,3,N,68,22,1:0,1:1C,2:0,0:0NA,1:1C,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,19,60,0:0NA,2:1D,0:0NA,0:0NA,3:1D,2:0F,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,Y,59,128,0:0NA,1:1B,2:1A,1:1A,1:1B,1:1C,1:1A,1:1C,2:1B,2:1A-,2:1A,1:1B,2:1B,1:1C+,1:1B-
780602B,10,N,0,81,0:0NA,1:1B,1:1B,1:1C+,1:1C+,2:1D+,1:1C,1:1D,1:1C-,1:1C,2:1C,3:1C,1:1D,1:1D,1:1D
780602B,1,N,9,45,0:0NA,2:0,1:1B,1:1D,1:1C,2:1C,1:1C,1:0F,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,70,64,1:1,0:0NA,0:0NA,1:0C,1:1B+,1:1C,1:1C,1:1C,1:1B+,2:1B,1:1C+,2:1D,1:1C,4:0C+,2:1D
780602B,8,Y,70,73,0:0NA,2:0,1:1A,0:0NA,3:1A,1:1A,1:1B,1:1A-,2:0,1:1B,1:1A-,1:1A-,2:1A,1:1B+,1:1B-
780602B,3,N,9,80,1:1C,1:1A,0:0NA,0:0NA,1:1B-,0:0NA,1:1C,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
780602B,10,Y,71,75,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,2:1A,1:1A,1:1B-,1:1,1:1,1:1D,3:1B,2:1C,0:0NA,0:0NA
780602B,3,N,0,26,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,Y,21,118,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C+,1:1B,2:0,1:1C,1:1B+,1:1C+,2:1C,2:1B+,2:1C,2:1C
780602B,10,N,16,102,0:0NA,1:1B,1:1C,0:0NA,1:1B+,1:1C,2:1B,3:1D,1:1C,2:1D+,2:1C,1:0,0:0NA,0:0NA,0:0NA
780602B,9,N,17,87,0:0NA,2:1C,2:1C,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,Y,4,117,0:0NA,1:1B,1:1A-,1:1C,1:1A-,1:1C,1:1C,1:1C+,1:1B,1:1B,1:1A-,2:1B+,3:0B+,2:1C,1:1B
780602B,3,N,3,68,1:1C,1:1B-,1:0,1:1C+,1:1A,1:1A,1:1B+,1:1A,1:1B-,1:1B+,1:1B-,1:1B+,1:1A,1:1A-,1:1C
780602B,13,Y,13,119,0:0NA,1:1C,0:0NA,1:1C,1:1C,2:0,1:1B-,2:1B,2:0,2:1C,1:1C,3:1B-,1:1D+,2:1C-,1:1B-
780602B,5,Y,15,123,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,2:1B-,2:1B-,1:1A-,1:1C+,2:1A,1:1C+,3:1B+,1:1C,2:0
780602B,2,Y,70,66,0:0NA,0:0NA,0:0NA,1:0C,1:1B,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1C,1:1C,4:1C-
780602B,14,Y,68,89,1:1,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C-,1:1C,1:1C,1:1C+,1:1C,1:1D,2:1D,1:1C-,1:1C-
780602B,2,N,0,49,0:0NA,1:1A,2:1A,0:0NA,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
780602B,4,N,0,62,1:1C+,1:0,0:0NA,0:0NA,1:1A-,1:1C+,2:1C,1:1C+,2:1C-,1:1B-,1:1B-,1:1C,2:1C,1:1D,1:1C
780602B,1,N,9,54,0:0NA,1:1A,1:1C,1:0,1:1C-,1:0F,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,11,72,1:0,2:1C,1:1C+,0:0NA,1:1C+,1:0F,1:0F,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,52.6,84,0:0NA,1:1B+,0:0NA,1:0B,1:1B,1:1B-,0:0NA,2:1A-,1:1B,1:1B+,1:1A-,2:0B-,1:1C+,1:1B-,1:1B
780602B,3,N,6,9,0:0NA,1:0F,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,70,13,0:0NA,1:1B,1:1B,1:0C,1:1C,1:1B,1:1C,1:1C,1:1B,1:1B,1:1C+,1:0F,1:1D,0:0NA,0:0NA
780602B,11,N,9,119,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:1B,1:1A,1:1C,1:1B+,1:1B,1:1C-,1:1B,1:1C,1:1B+,1:1B+
780602B,7,Y,129.2,52,1:1C,0:0NA,0:0NA,1:0C,1:1C,1:1C,1:1B,1:1B,0:0NA,1:1A,1:1B+,2:1C-,3:1D,0:0NA,0:0NA
780602B,8,Y,70,97,1:1C,0:0NA,0:0NA,1:0B,4:1A,2:1D-,1:1B,1:1B,1:1A-,1:1A,1:1A-,2:1B,1:1B-,3:1B,1:1D
780602B,14,Y,27,137,0:0NA,1:1A,1:1C,1:1C,1:1C,2:1C+,1:1D,1:1D+,1:1B,1:1B,2:1B,2:1C,2:1B-,1:1C-,1:1C+
780602B,7,N,25.5,29,0:0NA,1:0F,0:0NA,0:0NA,1:0IC,0:0NA,1:1B-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,70,57,1:1C,0:0NA,0:0NA,1:0C,2:1A,1:1C,1:1C,1:1C,1:1B,2:1A,2:1B-,2:1B,2:1B,0:0NA,1:0
780602B,5,Y,109,59,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A-,0:0NA,1:1A,1:1B,1:1A-,1:1B,1:1B,1:1C
780602B,12,N,7,110,0:0NA,1:0,0:0NA,1:1D,3:1D,2:1B,5:0C-,0:0NA,4:0C,4:1C,3:0,2:1B+,1:1D,0:0NA,0:0NA
780602B,13,N,72.3,33,0:0NA,3:0C,1:0W,0:0NA,1:1C,1:1C,2:0W,1:0,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,N,64.5,36,0:0NA,1:1B,3:1D,0:0NA,1:1C,3:1D,1:0W,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,N,70,69,0:0NA,2:0F,1:1D,0:0NA,1:1C,1:1C,1:1B-,3:0F,2:1C,1:1C,1:1B-,2:1D,2:1C,2:0F,0:0NA
780602B,4,N,0,15,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,N,9,85,1:1C+,4:0C+,0:0NA,0:0NA,1:1B-,3:0F,2:1C,1:1D,1:0,0:0NA,1:0,0:0NA,0:0NA,1:1D,1:0F
780602B,9,Y,15,135,0:0NA,1:1B,1:1B,0:0NA,1:1C,1:1A-,1:1C+,1:1A,1:1B,1:1B,1:1B,1:1C+,1:1B+,2:0,1:1C+
780602B,3,N,11,64,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,6,59,0:0NA,1:1B+,1:1D,0:0NA,1:1C+,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,Y,97,79,1:1B,1:1C+,1:1A,1:1C,1:1A,1:1A,1:1C+,1:1B,1:1B,1:1A-,1:1A-,1:1C+,1:1B,3:1C,1:1B-
780602B,8,N,4,55,0:0NA,1:1A,1:1B+,1:1B,1:1B,1:1B+,1:1B,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1C,0:0NA
780602B,7,N,9,72,0:0NA,1:1C+,1:1D,0:0NA,1:1B-,0:0NA,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,N,3,75,0:0NA,5:0F,0:0NA,0:0NA,1:1C,1:1C,2:1C,2:1C,0:0NA,0:0NA,1:1D,1:0F,1:0,1:0,0:0NA
780602B,9,N,70,56,0:0NA,1:1C,1:1A,0:0NA,1:1C,1:1B,1:1B-,1:1C+,1:1C-,2:1D,1:1B,2:1C,1:0F,2:0F,0:0NA
780602B,2,N,0,65,0:0NA,2:1B+,2:0F,0:0NA,1:0F,0:0NA,1:1C+,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,0,19,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,11,Y,70,78,1:1B,0:0NA,1:1B,1:1A,1:1B,1:1A,1:1B,1:1C,1:1C,1:1B,1:1C,1:1A-,1:1B+,2:0A,2:0A
780602B,5,N,0,15,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,69,15,0:0NA,1:1B-,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,N,0,127,0:0NA,1:1B+,1:1B+,2:0,1:1C,1:1B+,1:1A-,1:1B,4:1B+,1:1C,1:1B-,2:1C,2:0,1:1C+,5:0F
780602B,6,N,12,16,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,N,45,55,0:0NA,0:0NA,0:0NA,1:0A,1:1B+,1:1C,1:1A-,1:1B-,1:1B,0:0NA,1:0,1:0,0:0NA,1:1B,1:1D-
780602B,9,N,11,69,0:0NA,2:1C,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,7,7,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,2,N,0,64,0:0NA,1:1C+,1:1B-,1:1C,1:1B,1:1A,1:1B-,1:1C,1:1B-,1:1C,1:1C,1:1B+,1:1A,0:0NA,0:0NA
780602B,5,N,70,16,1:1C,0:0NA,1:1C,0:0NA,1:1C,1:1C,1:1C,1:1B,1:1B,1:1B,0:0NA,2:0F,0:0NA,2:0D,5:0C-
780602B,6,N,70,8,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,1:0F,2:1C-,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,18,108,0:0NA,1:1C,2:1A-,0:0NA,2:1B+,1:1B,1:1B,1:1B,1:1B,1:1B,1:1A,1:1C+,2:0B,1:1B-,1:1A
780602B,4,N,18,66,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,0,19,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,70,70,1:1C,0:0NA,0:0NA,1:0B,1:1C,2:1A,1:1C,1:1C,1:1A,1:1B,2:1D,1:1C+,3:1D,2:1C,2:0F
780602B,6,Y,3,150,1:1C,0:0NA,0:0NA,2:0,1:1A,1:1B,1:1B-,2:1B+,1:1C,1:1B-,1:1C,1:1C,1:1C,2:1B-,2:0F
780602B,9,Y,53,99,1:0,1:1A,1:1B,0:0NA,1:1B+,1:1A,1:1B+,1:1B,1:1B+,1:1B-,1:1A-,2:1A-,1:1A,1:1A-,1:1B
780602B,5,N,70,6,0:0NA,1:1C,1:1C,1:0C,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C,0:0NA,3:0WU,1:0F,3:0F,0:0NA
780602B,10,Y,3,136,0:0NA,1:1C,1:1B,2:1A,1:1B-,1:1A,1:1B-,1:1C,1:1B,1:1B,1:1B+,3:1B,1:1C,1:1B+,1:1C
780602B,4,N,219,27,0:0NA,1:1A,0:0NA,1:0A,1:1C,1:1,1:1B,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,0,6,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,3,115,1:1A-,2:1A,1:0F,1:1A,2:1C,1:1B,2:1B,2:1D,1:1B,2:1A-,1:1C,2:0F,1:0F,1:1C+,1:1D
780602B,5,N,3,80,0:0NA,2:1B+,5:0,0:0NA,2:1B-,1:1B+,2:0,1:1B-,2:1C+,1:0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,0,15,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,13,N,0,111,0:0NA,2:1C+,2:1C,2:1D,3:0A-,2:1D,1:1C-,1:1B,2:1D-,0:0NA,0:0NA,0:0NA,0:0NA,3:0F,0:0NA
780602B,6,N,3,64,0:0NA,1:1B-,2:0,1:1C+,2:1C,0:0NA,1:1B+,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
780602B,3,N,6,57,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1B+,1:1B+,3:1A,3:0,1:1C,1:1C,1:1B,1:1B,1:1A-
780602B,1,N,0,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,9,35,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,N,22,110,0:0NA,2:1B,1:1B-,0:0NA,1:1B-,2:1D,1:1C,1:1B,2:1C-,1:1C,2:1B-,1:1C-,2:0F,6:0F,0:0NA
780602B,3,N,0,10,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,14,N,70,60,0:0NA,1:1C,1:1C,0:0NA,1:1B,1:1C,1:1B,1:1C,1:1D-,1:1C,3:0B,2:1C,4:1B+,3:0C+,2:1B-
780602B,5,Y,79,58,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A,1:1A,0:0NA,2:1A,1:1A,1:1A,1:1A,2:0,1:1A
780602B,14,N,3,114,0:0NA,1:1C,2:1C,0:0NA,2:1C,5:1D,4:0,0:0NA,1:1C,2:1D,0:0NA,1:0F,0:0NA,0:0NA,0:0NA
780602B,1,N,73,0,0:0NA,1:0,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,N,6,61,0:0NA,4:0F,0:0NA,0:0NA,1:1D,2:0F,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,70,6,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:1C,1:1A,1:1C,1:1B,1:1B,2:1A,1:0F,1:0F,1:0F,0:0NA
780602B,5,Y,21,136,0:0NA,2:1A,1:1B,1:1B+,3:0,2:1C+,3:1A,1:1B,2:1B+,2:1A,1:1A,1:1B-,1:1B,1:1B+,1:1A
780602B,7,N,121.5,53,1:1B-,0:0NA,0:0NA,1:1C-,1:1,1:1,1:1,1:1,1:1A,1:1A,1:1B,1:1B,1:1B+,1:1B,1:1C
780602B,12,N,28,127,2:1C,1:1D,0:0NA,2:0W,1:1C,1:1C,3:0C-,1:1C,1:1C-,1:1C,2:1D,1:1B,2:1D,3:0F,1:0
780602B,5,N,0,62,0:0NA,1:1B,1:1D,0:0NA,2:1C+,2:1A,1:1C,2:1B-,1:0,0:0NA,1:1B-,1:1D,0:0NA,1:0F,0:0NA
780602B,15,N,9,149,0:0NA,1:1C-,1:1D,0:0NA,1:1C,1:1C,2:1D+,0:0NA,1:1C,2:0NC,2:1C,1:1C,0:0NA,0:0NA,0:0NA
780602B,3,N,70,25,0:0NA,1:1C,1:1C,0:0NA,1:1B,1:1C,1:0,0:0NA,2:0,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,N,9,76,1:1C,0:0NA,0:0NA,1:1C+,1:1B,1:1A,0:0NA,0:0NA,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,1:1D,0:0NA
780602B,3,N,3,12,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,8,N,142,28,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,2:1A,1:0,1:1B,1:0W,1:1C,1:1A
780602B,5,N,70,36,0:0NA,2:1D,0:0NA,0:0NA,2:1C+,3:0F,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,9,32,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,10,N,31,127,1:1B,3:1C,2:0F,0:0NA,3:1B-,2:0,2:1C-,2:1C-,1:1B,1:1C,1:1C-,3:1C+,2:1C,3:1B+,2:1B
780602B,6,Y,66,70,1:1,0:0NA,0:0NA,1:0B,1:1B,1:1C,1:1B,1:1C,1:1B,1:1B-,1:1B-,1:1C,1:1B+,1:1C,1:1B+
780602B,12,N,61,62,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1C,1:1C-,2:1C,2:1C,4:1C,3:0,2:1D+,2:0F,0:0NA
780602B,7,Y,70,66,1:1B,1:1B,1:1B,0:0NA,1:1,1:1,1:1C,1:1B,1:1C,1:1B,2:1C+,2:1C+,2:1B-,0:0NA,0:0NA
780602B,13,N,0,130,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1C,4:0B,2:1B,2:1B-,1:1C,1:1C-,1:1D+,2:1D,3:0
780602B,7,Y,70,67,1:1A,0:0NA,1:1B,0:0NA,1:1A,2:0,1:1B,1:1C,1:1B,1:1C,2:1C,4:1D-,3:1D+,2:1B-,1:1C
780602B,18,N,70,76,0:0NA,2:1D,1:1D,0:0NA,1:1B,1:1C,1:1B,1:1B,4:0F,0:0NA,1:1B,2:1B-,1:1B,2:1D,0:0NA
780602B,11,Y,44,125,0:0NA,1:1A,2:0,2:1C,1:1C,1:1C,1:1C+,1:1C,5:1C+,4:1B+,1:1B+,1:1C+,1:1C,4:0C,2:0F
780602B,6,N,0,69,0:0NA,2:1A,1:1B-,1:1C,2:1A-,1:1B,1:1B-,1:1B+,1:1C+,1:1C+,1:1A,1:1B+,1:1B+,1:1C,1:1D+
780602B,5,Y,84,73,0:0NA,1:1C,1:1A,1:1C,0:0NA,0:0NA,1:1B,1:1C,1:1C,1:1C,2:1B-,2:1C,1:1C,1:1C,3:0F
780602B,19,N,0,154,1:0F,1:1C,1:1C,3:1C,3:0,2:0,1:1C,2:1C+,1:1B-,1:1C,2:1C,2:1D+,1:1D,1:1D,2:0
780602B,6,N,0,24,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,3,N,0,58,0:0NA,2:1A,1:1B,1:1B-,1:1B-,2:1C,1:1B-,2:1D,1:1D+,2:1C-,1:1C+,2:1C,1:1D,2:0,0:0NA
780602B,8,N,0,34,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,40,68,0:0NA,2:1C,1:0F,0:0NA,1:1C,1:0F,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,4,N,3,41,0:0NA,1:1D,0:0NA,0:0NA,1:0F,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,76,76,0:0NA,1:1B+,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1B,1:1B+,1:1B+,2:1B-,1:1B-,1:1C,1:1C-
780602B,2,N,18,33,0:0NA,1:1C,1:0F,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,12,Y,70,57,1:1C,0:0NA,0:0NA,1:0C,1:1A,1:1A,1:1B,1:1B,1:1A,0:0NA,1:1B,1:1B-,3:1A,0:0NA,0:0NA
780602B,8,N,70,54,0:0NA,2:0,1:1C,0:0NA,1:1D,1:1C,1:1C,1:1D,1:1C-,1:1B-,1:1D+,1:1C,1:1D,1:1C,1:0F
780602B,6,N,77,50,0:0NA,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1A,1:1B,1:0,0:0NA,1:1A,0:0NA,1:0,0:0NA,0:0NA
780602B,4,Y,70,59,1:1B,0:0NA,1:1A,1:0C,1:1A,1:1A,1:1B,1:1A,0:0NA,1:1A,1:1B,1:1B-,1:1B,1:1C,1:1C
780602B,10,N,70,62,1:1A,0:0NA,0:0NA,1:0A,1:1B+,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A-,1:1A,2:1B,1:1C,2:1A
780602B,7,N,9,96,0:0NA,1:1A,1:1B,1:1B,1:1B+,1:1A,1:1C,2:1A-,2:1A,2:1B+,1:1B+,6:0,3:1B,2:1A-,1:1A-
780602B,5,Y,58,87,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,2:1B+,1:1B+,2:1A,1:1A,1:1A-
780602B,3,N,0,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,0,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,70,62,1:1C,0:0NA,1:1C,1:0B,1:1A,1:1B,1:1C,1:1C,1:1C,1:1B,2:1C,1:1C,1:1C,0:0NA,0:0NA
780602B,10,N,70,55,1:1B,0:0NA,0:0NA,2:1B,1:1C,1:1B,1:1B,1:1C,1:1A,1:1B,2:1B-,3:1D,2:1D,0:0NA,0:0NA
780602B,13,Y,3,152,0:0NA,2:0W,2:0,1:1B,2:1A,1:1B-,1:1B-,1:1B,2:1A-,1:1A-,1:1B,1:1B,1:1C+,1:1B,1:1C
780602B,5,N,0,25,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,N,4,80,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,1,N,0,12,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,0,54,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,16,Y,43,111,0:0NA,1:0,0:0NA,1:0C,1:1B,3:1A-,1:1C,4:0B,1:1C+,1:1B,1:1B,2:1C,1:1B,2:1C-,1:0
780602B,6,N,0,24,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,Y,0,149,0:0NA,2:1B+,1:1A-,0:0NA,1:1B-,2:1A,1:1B,1:1C,1:1C,1:1C,1:1B-,1:1D,1:1C+,2:1C,1:1C
780602B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,9,Y,72.6,94,1:1C+,0:0NA,0:0NA,0:0NA,1:1B-,2:1C,1:1C+,1:1B,1:1C-,1:1C,1:1C+,1:1D,1:1C+,1:1C-,1:1C-
780602B,7,N,79,24,0:0NA,1:1A,1:1A,1:0B,2:1C,1:0F,1:1B,1:1C,1:0,0:0NA,1:1C+,1:1D+,1:0,1:1D-,0:0NA
780602B,10,Y,5.3,121,0:0NA,1:1B-,1:1C,0:0NA,1:1C,1:1C,1:1C-,1:1D,1:1D,1:1D+,1:1C,1:1C,1:1C-,2:1C-,3:1C
780602B,5,N,70,6,1:1C,0:0NA,0:0NA,1:0C,1:0,1:0,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,7,N,15,70,0:0NA,2:1C,1:1D,0:0NA,2:1C-,3:1B-,1:1C,1:1C-,2:0D-,2:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
780602B,2,N,35,10,0:0NA,2:0F,0:0NA,0:0NA,3:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,21,38,0:0NA,2:0,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,6,N,0,89,1:1A,0:0NA,0:0NA,1:1A-,1:1A,1:1A,1:1A,1:1B+,1:1A,1:1A,1:1A,1:1B,1:1B+,1:1A,1:1B
780602B,4,N,9,61,1:1A,1:1A-,0:0NA,3:1A,1:1C+,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
780602B,5,N,6,39,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
