Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ECON309,ECON310,ECON311,ECON401,ENGL205,ENGL305,ENGL306,ECON160,ECON161,MATH103,MATH150A,MATH255A,MATH140,SOM120
233904B,4,Y,70,51,1:1B,1:1D,1:1D,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,4,N,53,12,0:0NA,1:0F,2:0F,2:0F,0:0NA,0:0NA,0:0NA,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,31.3,50,1:0,0:0NA,3:0WU,2:0WU,0:0NA,0:0NA,3:0,0:0NA,1:1A-,2:1A-,0:0NA,0:0NA,1:1D,0:0NA,2:0WU
233904B,4,Y,70,52,1:1B,1:1C,1:1C+,1:1D+,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,Y,57,79,1:1C,1:1B,1:1B,1:1B+,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,2:1A,0:0NA
233904B,5,N,12,128,1:1C+,1:1C,1:1C,1:1C,1:0F,0:0NA,0:0NA,0:0NA,1:1C,4:0B,2:1D,0:0NA,0:0NA,0:0NA,1:1C
233904B,2,N,62,9,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:0,0:0NA,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:0F,1:0F
233904B,8,N,60,24,1:1B,1:1C+,1:1B,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,11,Y,70,51,2:0,2:1C,1:1B-,4:1C,1:1C-,0:0NA,1:1A,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,Y,132.2,48,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,3,N,64,3,1:1,0:0NA,1:1C+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,Y,27,93,1:1A,1:1A,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,Y,33,87,1:1C,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A-
233904B,5,Y,62,59,1:1A,1:1C,1:1B,1:1A-,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1C-,1:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,75,18,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,1:1C+,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
233904B,11,N,41,46,1:1C,2:1C,2:0F,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,9,Y,12,119,2:0,1:1A,1:1A,1:1A,2:1A,0:0NA,1:0,0:0NA,2:1A,1:1B+,1:1B+,0:0NA,0:0NA,0:0NA,2:1A
233904B,1,N,50,27,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,N,70,63,1:1C,0:0NA,1:1C-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,1:1C,1:0C,0:0NA,1:1C
233904B,7,Y,26,133,1:1B,1:1A,1:1A-,2:1A,1:1B,0:0NA,1:0,0:0NA,1:1A,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-
233904B,7,Y,62,61,1:1C,1:1D,2:1C,1:1B-,1:1C,1:1C,1:1A-,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,7,N,27,28,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,68,52,1:1A,1:1B,1:1B,1:1B+,1:1B,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,61,64,1:1B,1:1C,1:1C+,1:1B-,1:1D+,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,6,114,2:1C,2:1D,1:1C+,1:1C-,1:0F,0:0NA,0:0NA,0:0NA,3:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,3:1B
233904B,1,N,70,0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,7,Y,0,123,1:1B+,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,4,N,0,8,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA
233904B,11,Y,0,121,4:1C,1:1A,1:1B+,1:1B,2:1C,0:0NA,0:0NA,0:0NA,1:1B-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+
233904B,4,Y,12,138,2:0,1:1A,1:1A,1:1A,2:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,0:0NA,1:1B+,0:0NA,1:1A,0:0NA
233904B,4,Y,70,60,1:1B,1:1A,2:1B+,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,1:0A,1:1A,0:0NA
233904B,2,N,70,0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,N,70,33,2:0,1:0F,1:1D,1:1D,0:0NA,0:0NA,1:0F,0:0NA,1:1B,1:1A,1:1C,1:1D,1:0D,1:1B,0:0NA
233904B,13,Y,70,51,1:1A,1:1D,1:1C-,1:1D+,1:1C,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,Y,20,102,1:1A,1:1A,1:1A,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,N,70,27,1:1D+,1:0F,1:1D,2:0F,0:0NA,0:0NA,1:1B-,0:0NA,2:1C-,1:1C,3:0F,0:0NA,0:0NA,0:0NA,1:1B
233904B,5,Y,109.1,39,1:1,2:0,2:0,1:1B,1:1C-,0:0NA,0:0NA,1:1B,1:1C+,1:1A,0:0NA,1:1B,0:0NA,1:1B,0:0NA
233904B,6,Y,70,51,1:1C,2:1B,1:1C,1:1B,1:1C-,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,Y,70,50,1:1B,1:1B,2:1B+,2:1B+,1:1A,1:1B,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,8,Y,70,83,1:1A,1:1A,1:1A-,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,3,Y,0,130,2:1D,1:1B,1:1A,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,3:1B-,2:1A,1:1A,0:0NA,0:0NA,1:0,1:1C-
233904B,6,Y,57,66,1:1C,1:1B,1:1B,1:1D+,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1A,0:0NA,1:1C,0:0NA
233904B,4,Y,89,62,1:1C,1:1B,1:1B-,2:1C,1:1A,0:0NA,1:1A,0:0NA,1:1B,1:1B+,1:1B,1:1B,1:0B,0:0NA,1:1B
233904B,6,Y,23,99,1:1B,1:1C,1:1B,2:1C-,1:1C-,0:0NA,0:0NA,0:0NA,1:1C+,1:1B,1:1A,0:0NA,0:0NA,1:1B-,0:0NA
233904B,4,N,18,69,2:0,1:0,2:0,1:0,0:0NA,0:0NA,3:0,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,3,Y,116.6,37,1:1B,1:1B,1:1C+,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,69,15,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,4,N,6,77,3:1B,0:0NA,1:0F,2:0F,0:0NA,0:0NA,1:0,0:0NA,4:1C,2:0,0:0NA,0:0NA,0:0NA,0:0NA,2:1B-
233904B,5,Y,70,51,1:1C,1:1B,1:1A,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,Y,70,51,1:1A-,1:1B,1:1C,2:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,1:1C,0:0NA
233904B,6,N,87,21,0:0NA,2:0,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,N,44,28,0:0NA,1:0F,1:1D-,1:1D,0:0NA,1:1B,1:1B+,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1D,0:0NA
233904B,7,N,65,37,0:0NA,1:1D,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,2:0F,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,0,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:1D,0:0NA
233904B,5,Y,56,71,1:1C,1:1C,2:1B,1:1C-,2:1B-,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:1B-,0:0NA,0:0NA,1:1C,0:0NA
233904B,10,Y,11,149,1:1A,1:1B,1:1B,1:1B-,1:1D,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1A,0:0NA,1:0,0:0NA
233904B,5,Y,109,47,1:1C-,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A
233904B,3,N,4,45,1:1B,2:1A,2:1B,0:0NA,0:0NA,1:1A-,0:0NA,1:0,1:1B,1:1C,1:1B-,0:0NA,0:0NA,1:1B,0:0NA
233904B,1,N,58,6,0:0NA,1:0F,1:0,1:0,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:0,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,N,88,42,1:1A,2:1D,2:0F,2:1D,1:1D-,0:0NA,1:1C+,0:0NA,1:1C-,1:1C,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,5,Y,75.3,62,1:1C,1:1B,1:1B+,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1A-,0:0NA,0:0NA,1:1B+,0:0NA
233904B,3,N,125,9,0:0NA,0:0NA,2:1C,2:1D,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,86.6,6,1:1B,2:0F,2:1C,2:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1A,3:0F,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,Y,70,51,1:1B,1:1B,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,62,7,1:1C,1:0F,1:0F,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:0,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,70,0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0IC
233904B,3,Y,6,128,3:1C,1:1C,1:1B,1:1C-,1:1D-,1:1B,0:0NA,0:0NA,3:0,1:1A,0:0NA,1:1B,0:0NA,1:1C+,0:0NA
233904B,8,N,97,40,1:1B,2:1C,3:0C-,1:1D+,2:0,0:0NA,1:1C,0:0NA,1:1C,1:1C,2:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,7,N,70,47,0:0NA,0:0NA,1:1C,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1C,1:0,0:0NA,0:0NA,0:0NA,1:1A
233904B,7,Y,60,63,1:1B,1:1C,1:1B-,1:1C+,2:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,Y,70,51,1:1C,1:1D,2:0,2:1C+,2:1B,1:1C,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,3,N,66,9,1:1A,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,N,70,15,0:0NA,1:0F,2:0WU,1:1C-,0:0NA,0:0NA,0:0NA,1:0WU,1:1B,1:1A,0:0NA,1:1A,0:0NA,1:1A,0:0NA
233904B,7,N,97,47,2:1B,1:1B,1:1C,2:1C,1:1C+,0:0NA,0:0NA,1:1B+,1:1B,1:1B+,1:1B-,0:0NA,0:0NA,0:0NA,1:1D+
233904B,16,N,70,55,2:0,1:1D,3:0,2:1C,2:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1B-,0:0NA
233904B,8,N,72.7,53,1:1B,1:1D,1:1C,2:1C-,3:0,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,1:1C,1:0C,1:1C,0:0NA
233904B,4,Y,65,95,1:1A,1:1B,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,2:1A,1:1A,0:0NA,0:0NA,0:0NA,3:1A,0:0NA
233904B,10,N,70,60.5,1:1C,1:1D,1:1C,1:1C,1:0F,0:0NA,0:0NA,0:0NA,1:1C,1:1C,1:1C,1:1C,1:0C,0:0NA,0:0NA
233904B,5,Y,68,72,1:1C,1:1B,1:1C+,2:1C,1:1C,1:1C,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-
233904B,6,Y,66,57,1:1C,1:1C,1:1C,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,N,0,98,1:1C-,0:0NA,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,2:0
233904B,9,N,26,85,2:1B,2:0F,2:1C+,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:1C,0:0NA,0:0NA,2:1A,0:0NA,2:1B
233904B,15,N,11.7,116,2:1B,1:1B,2:1C+,1:1B,4:1C,0:0NA,0:0NA,0:0NA,2:1B,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,2:0WU
233904B,4,N,9,73,1:1B,1:0WU,1:0F,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,70,6,1:1B,1:1C,2:0F,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,10,Y,127,60,1:1B,1:1D,3:0,2:1C,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,9,N,63,62,1:1C,1:1C,3:1C,2:1D+,1:1C,1:1C,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,3,Y,70,60,1:1A,1:1B,1:1B,2:1B-,1:1B-,1:1C,0:0NA,0:0NA,1:1C,1:1B,4:0,0:0NA,0:0NA,1:1A,0:0NA
233904B,7,Y,19,107,1:1A,1:1B,1:1A-,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,2:0,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,91,30,1:0F,0:0NA,1:0F,1:0W,0:0NA,0:0NA,0:0NA,2:0IC,1:1A,1:1B+,1:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,Y,77,69,1:1B,1:1D,1:1B,1:1B+,1:1C,1:1B,1:0,0:0NA,1:1A-,1:1A,0:0NA,1:1A,0:0NA,1:1C,0:0NA
233904B,1,N,70,0,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1C,1:1C,2:1A-,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA
233904B,11,N,64,51,1:1C,1:1B,4:0F,2:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C,1:1A,1:1A-,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,60,33,2:1C,0:0NA,1:1C+,0:0NA,0:0NA,2:1C,1:0,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B-
233904B,11,Y,3,119,1:1B,1:1C,1:1B+,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,11,N,73,81,0:0NA,1:1A,2:1A-,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,2:1D+
233904B,7,Y,0,120,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,6,N,73.2,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,3:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,Y,18,106,2:1C-,1:1B,1:1B,1:1C,1:1D,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1C,0:0NA,0:0NA,3:1C+,0:0NA
233904B,2,N,59,3,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C
233904B,4,N,0,106,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,1:1D,1:1B-,0:0NA,0:0NA,2:1A,0:0NA
233904B,4,Y,70,52,1:1B+,1:1B,1:1A,1:1A-,1:1C,0:0NA,0:0NA,1:1A-,1:1A,1:1A,0:0NA,1:1A,1:0A,1:1B,0:0NA
233904B,4,Y,64,62,1:1A,1:1D,1:1B-,1:1C,1:1D-,1:1C,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,7,Y,67,54,1:1A,1:1B,3:0,1:1C+,2:1C-,0:0NA,0:0NA,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,Y,113.3,31,0:0NA,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1CR,0:0NA
233904B,11,N,67,56,1:1B,1:1C,1:1C+,2:1C+,3:1C,1:1C,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,2,N,62,0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,6,108,2:0C+,1:0F,1:1D,1:1D,1:0F,0:0NA,0:0NA,0:0NA,3:1D,1:1C+,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,10,Y,18,115,2:1A,1:1A,2:1A,1:1A,1:1B-,0:0NA,1:1A,0:0NA,1:1A,1:1A,0:0NA,1:1A-,0:0NA,1:1A,0:0NA
233904B,8,Y,0,127,2:0,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,2:0,1:1A,1:1A,0:0NA,0:0NA,3:1A,0:0NA
233904B,13,Y,72.7,57,1:1C,2:1B,3:1D,1:1D,2:1D,1:1B,0:0NA,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,8,Y,12,117,1:1B,1:1B,1:1A-,1:1A,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,18,N,0,115,2:1C,3:1C,2:1B-,1:1C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1A
233904B,3,Y,158,36,1:1A,1:1C,1:1C+,0:0NA,1:1C+,1:1C,0:0NA,0:0NA,2:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,61,36,0:0NA,1:1B,1:1C-,1:1D,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,Y,70,76,1:1B,1:1A,1:1A,0:0NA,1:1B,0:0NA,1:1B+,0:0NA,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,4,Y,15,115,1:1A-,1:1A,1:1B,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,1:1B,0:0NA,0:0NA,1:1A,0:0NA
233904B,9,Y,70,95,1:1B,1:1B,1:1B-,2:1A,1:1A,2:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,Y,84,56,1:1A,2:1B,1:1B,1:1B-,1:1C,1:1B,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,N,15,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA
233904B,6,Y,0,123,1:1B,1:1A,1:1A,1:1B+,1:1B,1:1B+,0:0NA,1:1A,1:1A,1:1A,1:1B+,0:0NA,0:0NA,1:1A,1:0
233904B,6,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1C,2:1A,1:0,0:0NA,1:1A,1:1B,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,2,N,70,0,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,9,N,6,84,1:1B,1:0WU,1:1B-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:0,1:1C
233904B,9,Y,9,111,3:1B,1:1B,1:1D,2:1C,1:1D-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
233904B,5,Y,82,67,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1A,0:0NA,1:1A,0:0NA
233904B,6,N,70,51,1:1C,1:1C,2:1B,2:1A,1:1B-,1:1B,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1B,0:0NA
233904B,8,N,6,116,1:1C,1:1C,1:1C,3:0,2:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1C+,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,8,N,70,42,1:1A,1:1B,1:1C,1:1C,2:1C,0:0NA,1:1B,0:0NA,1:1B,1:1B,0:0NA,1:1D,1:0D,1:1C,0:0NA
233904B,4,Y,67,56,1:1C,1:1B,2:1B,2:1C+,1:1C,1:1C,0:0NA,0:0NA,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,8,Y,70,61,1:1C,1:1C,1:1C,2:1C,1:1B,1:1C,0:0NA,0:0NA,1:1C,1:1C,2:1A,0:0NA,0:0NA,1:1C,0:0NA
233904B,10,Y,14,110,1:1A,1:1A,1:1B,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,1:1D-,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,8,Y,70,54,1:1A,1:1B,1:1B,1:1B+,1:1B,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,6,Y,78,51,1:1A,2:1A,1:1A-,1:1B,1:1B,1:1A,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1C,1:0C,1:1C,0:0NA
233904B,3,N,70,49,1:1B,1:1C,2:0F,1:1C,2:1D-,1:1A-,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA
233904B,3,N,16,69,1:1C,1:0W,2:1B,1:0F,0:0NA,1:1C+,1:1B,0:0NA,1:1A-,1:1B-,2:1C,0:0NA,0:0NA,2:0,0:0NA
233904B,9,Y,0,120,1:1B,1:1C,1:1C+,1:1C,1:1C-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-
233904B,2,N,70,9,1:1C,2:0F,3:0,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1C,0:0NA,1:0C,1:1B,0:0NA
233904B,2,N,8,60,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:0WU,0:0NA,2:0,1:0WU,0:0NA,2:0,0:0NA
233904B,2,Y,119.6,63,1:1B,1:1B,1:1B+,1:1A-,1:1A-,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,1:1C,0:0NA,0:0NA,1:1B
233904B,5,N,58,32,2:1D,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,3:1C
233904B,4,Y,70,61,1:1A,1:1C,2:1B-,1:1D,1:1D-,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,Y,88,45,1:1A,1:1A,1:1B-,1:1C,1:1C-,1:1B-,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1C,1:0C,0:0NA,0:0NA
233904B,5,Y,63,57,1:1C,1:1D,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1B,0:0NA
