Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ECON309,ECON310,ECON311,ECON401,ENGL205,ENGL305,ENGL306,ECON160,ECON161,MATH103,MATH150A,MATH255A,MATH140,SOM120
233904B,4,N,67,61,1:1C,1:1C-,1:1C+,1:1B,2:0,1:1C,0:0NA,0:0NA,1:1C,1:1B,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,1,N,6,56,3:0,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,2:0F,1:1B,1:1C,0:0NA,0:0NA,0:0NA,2:0
233904B,12,N,0,70,1:0,1:0F,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,2:0,1:1C,1:1D,2:1D,0:0NA,0:0NA,1:1D+,0:0NA
233904B,4,N,0,86,0:0NA,2:0,0:0NA,2:0,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,3:0,0:0NA,0:0NA,1:1B+,0:0NA
233904B,10,N,63,46,1:1C,1:1B,3:1B,1:1C,1:1C-,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,74,55,1:1C,1:1A,1:1C-,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1B,1:1A,1:1A,0:0NA,1:0A,0:0NA,1:1B
233904B,2,N,79,12,2:0,2:0,3:0,1:0,0:0NA,1:0,0:0NA,1:1C+,1:1A,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,11,N,70,32,1:1A,2:0,1:0,1:1C,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A,4:1A,0:0NA,0:0NA,1:1A,0:0NA
233904B,9,N,88,43,1:1,1:1C,2:0,2:0,2:0,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,2:1C+
233904B,3,N,70,13,1:1B,1:0,1:0,1:0,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,2:0,0:0NA,0:0NA,1:1B,0:0NA
233904B,4,N,70,9,1:1A,1:1B,4:0,2:0,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,2,N,107,52,1:0B,1:1A-,2:1C,1:1C+,1:0,0:0NA,0:0NA,0:0NA,1:0A,1:0A,1:1C+,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,N,44,58,1:1B,1:0F,1:0,1:1D+,0:0NA,1:1B-,0:0NA,0:0NA,2:0,1:1A,2:0F,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,N,23.5,104,1:1C,2:1C-,2:1C,2:0F,0:0NA,4:1B+,0:0NA,0:0NA,1:1C,3:0,1:1D+,1:1B-,0:0NA,1:0,2:0
233904B,3,N,70,12,1:1C,1:1A,1:1B,1:0,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:0
233904B,6,N,74,54,1:1A,1:1A,1:1A-,1:1A,2:0,0:0NA,0:0NA,1:0,1:1A,1:1A,2:0,1:1A,0:0NA,0:0NA,1:1A
233904B,2,N,110,12,2:0,1:0,1:0,1:1C+,0:0NA,1:0F,0:0NA,0:0NA,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,19,66,1:1B,1:1B,2:1B,1:1B,1:0,1:1B,0:0NA,0:0NA,1:0,1:1A,1:1A,0:0NA,0:0NA,1:0,2:1D
233904B,2,N,53,6,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,1:0F,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,2:1D,0:0NA
233904B,7,N,67,44,1:1B-,1:1C,1:1C,1:1C+,1:0,0:0NA,0:0NA,1:1A-,0:0NA,1:1B,2:0,0:0NA,0:0NA,1:1B,0:0NA
233904B,5,N,30,50,1:1B-,0:0NA,0:0NA,1:0W,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,2:0,0:0NA,0:0NA,1:1C,0:0NA
233904B,7,N,0,61,1:1C+,0:0NA,1:0,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,1:1B,1:1C,1:1C,0:0NA,0:0NA,1:1C+,0:0NA
233904B,8,N,60,19,1:1B,1:1B,1:1C+,1:1B+,1:0,0:0NA,0:0NA,1:1C+,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA
233904B,2,N,0,67,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,2:0,3:0,1:0,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,0,55,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,1:1D,1:0F,1:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,N,3,131,1:1B-,1:1C,1:1A,1:1C,1:1C,1:1A-,0:0NA,1:0,1:1C,1:1C-,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,7,N,70,54,1:1B,1:1B,1:1C+,1:1C,1:1D-,1:1B,0:0NA,0:0NA,1:1C,1:1B,0:0NA,1:1B,1:0B,0:0NA,1:1B
233904B,4,N,12,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,2:1B+,0:0NA,0:0NA,3:1C+,0:0NA
233904B,8,N,0,51,2:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,1:0,3:0,0:0NA,0:0NA,3:0,0:0NA
233904B,10,Y,3,118,1:1C,1:1C,2:1C-,1:1C,2:1C-,1:1B-,0:0NA,0:0NA,1:1A,1:1B,1:1B-,0:0NA,0:0NA,1:1C,0:0NA
233904B,7,N,84,30,1:1A,1:1C-,1:1C,1:1C-,1:0,1:1C,0:0NA,0:0NA,1:1B,1:1A,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,N,70,34,1:1C,1:1C,1:1C,2:1B+,1:0F,1:1A,0:0NA,0:0NA,1:1C,1:1C,2:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,3,N,70,12,1:1B,2:0,1:1C,1:1B,1:0,1:1A,0:0NA,0:0NA,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA
233904B,7,N,68,36,1:1C,1:1B-,2:1C,1:1B,1:0,1:1A,0:0NA,0:0NA,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1C+,0:0NA
233904B,7,N,12,51,1:1A-,1:0,1:0,1:0,0:0NA,1:1A-,0:0NA,0:0NA,2:1B+,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA
233904B,6,N,67,41,1:1C,1:1C,4:0,1:1C-,1:0,1:1C+,0:0NA,0:0NA,1:1A,1:1A,3:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,5,N,0,19,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
233904B,7,N,15,69,2:0,1:1C+,2:0,1:1B+,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,1:1C+
233904B,7,Y,70,51,1:1C,1:1A,2:1B,1:1B+,2:1A,1:1B,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1C,1:0C,1:1A,0:0NA
233904B,6,N,107.8,27,1:1A,2:1A,2:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,1:1B,0:0NA,1:1A,0:0NA,1:1A,0:0NA
233904B,6,N,70,46,1:1B,1:1D,1:1C+,1:1C+,1:0,1:1A,0:0NA,0:0NA,1:1A,1:1B,2:0,0:0NA,0:0NA,1:1A,0:0NA
233904B,4,N,67,30,0:0NA,1:0,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B-,0:0NA,0:0NA,0:0NA,1:1C-
233904B,8,N,55.5,56,2:1C+,1:1C,1:1C,1:1B,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,2:0,1:1B-,0:0NA,0:0NA,1:1A,0:0NA
233904B,5,N,70,36,1:1A,1:1B,1:1B-,1:1A-,1:1A-,0:0NA,0:0NA,2:1B,1:1A,1:1A,0:0NA,1:1B,0:0NA,1:1A,0:0NA
233904B,4,N,67,42,1:1A,1:1A-,1:1B,1:1A-,1:1C,1:1A,0:0NA,0:0NA,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B+
233904B,4,N,70,0,1:1B,2:0,1:0W,2:0,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1B,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,0,61,1:1C+,1:0,1:0,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1B,1:1C,1:1B,0:0NA,0:0NA,1:1A-,0:0NA
233904B,5,N,67,56,1:1C,1:0F,1:1C,1:1D-,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C
233904B,3,N,70,9,1:1,2:0,2:0,1:1C+,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,9,N,63,40,1:1A,2:1C,1:1B,1:1B,1:0,1:1B,0:0NA,0:0NA,1:1B,1:1B,4:1A,0:0NA,0:0NA,1:1B,0:0NA
233904B,9,N,0,61,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,1:0F,0:0NA,2:1A-,0:0NA,0:0NA,1:0,0:0NA
233904B,10,N,104,18,1:1C,1:1B,1:1B,1:1B,2:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C+,0:0NA,1:1B,0:0NA
233904B,3,N,73,7,1:1B,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,1:1A,1:1A,0:0NA,1:1A,1:0A,1:1A,0:0NA
233904B,8,N,100,24,1:1A,1:1A,1:1A-,1:1C,1:0,1:1B,0:0NA,0:0NA,1:1A,1:1A,0:0NA,1:1C,1:0C,1:1B,0:0NA
233904B,5,N,63,43,1:1A,2:1D,1:1D-,2:1A,0:0NA,1:1B+,0:0NA,0:0NA,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:0F
233904B,7,N,104.6,34,0:0NA,1:1B,1:1B,1:1A-,1:0,1:1A,0:0NA,0:0NA,1:1C,1:1C+,1:1B,1:1B-,0:0NA,1:1B,0:0NA
233904B,6,N,0,62,1:1A-,1:0,1:1B-,1:1B-,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,1:1B
233904B,6,N,69,46,1:1B,1:1C,1:1C,1:1B,1:1B-,1:1C,0:0NA,0:0NA,1:1B,1:1C,1:1B+,1:1D,1:0D,1:1B,0:0NA
233904B,3,N,70,16,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,2:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:0
233904B,5,N,18,61,1:0,2:0,1:1A,1:0,0:0NA,3:0,0:0NA,2:0,1:1A,2:0,1:1A-,0:0NA,0:0NA,0:0NA,1:1C+
233904B,2,N,70,40,1:1B,2:0,3:0,1:1B-,1:0,1:1A,0:0NA,0:0NA,1:1B,1:1B,3:1B,0:0NA,0:0NA,2:1B,0:0NA
233904B,8,N,70,18,1:1B,3:0,0:0NA,1:1D+,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1C,0:0NA
233904B,10,N,0,116,2:1B,2:1B,2:1C,1:1B-,1:0,1:1D+,0:0NA,0:0NA,1:1C,1:1B-,0:0NA,0:0NA,0:0NA,2:1C,0:0NA
233904B,2,N,0,50,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,1:0,0:0NA,0:0NA,2:0,0:0NA
233904B,2,N,73,9,0:0NA,1:1A-,0:0NA,1:1A,0:0NA,1:1A-,1:0,0:0NA,1:1A,1:1B,1:0,0:0NA,0:0NA,1:1B,0:0NA
233904B,7,N,11,62,5:0,1:1B-,2:0WU,1:0F,0:0NA,1:1A-,0:0NA,0:0NA,1:1B+,1:1A,1:1A-,0:0NA,0:0NA,1:0,1:1C+
233904B,2,N,0,60,1:0,0:0NA,2:0,1:0,0:0NA,2:0,0:0NA,0:0NA,2:1B,1:1B,2:0,0:0NA,0:0NA,1:0,1:0
233904B,4,N,67.5,40,1:1B,2:1B,1:1C-,1:1D,1:0,1:1B+,0:0NA,0:0NA,1:1B,1:1C,1:1B+,0:0NA,0:0NA,1:1B,0:0NA
233904B,6,N,62.5,56,1:1A-,1:1C-,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1A,2:0,1:1C,0:0NA,0:0NA,1:1C,1:0
233904B,8,N,26,62,1:1A,1:1A,1:1B+,1:1A,1:0,1:1A,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA
233904B,6,N,6,76,1:1C,2:0,2:0,1:1B,0:0NA,1:1A-,0:0NA,0:0NA,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1C
233904B,4,N,63.5,25,2:0,2:1B,1:1C,2:0,0:0NA,0:0NA,1:1D+,0:0NA,1:1C,1:1C,2:1C,0:0NA,0:0NA,1:1B,0:0NA
233904B,2,N,9,52,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA
233904B,10,N,8,113,1:1B-,1:1B-,1:1C,1:1C,1:1D-,1:1B-,0:0NA,0:0NA,1:1C,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A-
233904B,8,N,0,59,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,2:0,0:0NA,1:1A-,0:0NA,0:0NA,2:1A,0:0NA
233904B,6,N,0,76,1:1A,1:1A,1:1B+,1:1A,1:0,1:1A,0:0NA,0:0NA,1:1A,1:1A,1:1A-,0:0NA,0:0NA,0:0NA,1:1B+
233904B,7,N,69.6,37,1:1C,1:1C,1:1B,1:1C-,1:1C-,1:1B,0:0NA,0:0NA,1:1C,1:1B,1:1B,0:0NA,1:0B,1:1B,0:0NA
233904B,2,N,78,12,1:1A,1:1A-,1:1B,1:1B-,0:0NA,1:1A,0:0NA,0:0NA,1:1B,1:1A,0:0NA,1:1B,1:0B,1:1A,0:0NA
233904B,7,N,67,48,1:0F,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,3:0F,3:1B,0:0NA,0:0NA,1:1C,0:0NA
233904B,6,N,58,64,1:1A,1:1A,1:1B-,1:1A,1:1B+,0:0NA,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A
233904B,3,N,70,24,1:1B,0:0NA,1:0F,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1C,1:1C,1:1B,0:0NA,0:0NA,1:1A,0:0NA
233904B,7,N,0,48,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA
233904B,5,N,15,61,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,1:1B,2:0,1:1B,0:0NA,0:0NA,1:1B+,0:0NA
