Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,SOM120,MATH103,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,MKT346,MKT348
230750B,4,N,0,3,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,54,1:1,1:1,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1A,1:1B+,1:1A,1:1A,1:1A,1:1B+,1:1A
230750B,9,Y,69,58,1:1C,1:1C,1:1C,1:1B+,1:1C-,1:1D+,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1C-,1:1D,2:1B,1:1B,2:1C,1:1B-
230750B,3,N,0,10,0:0NA,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,1:0WU,1:0,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,N,6,124,1:1C,1:1C,1:1B,1:1A,2:1B,1:1C,1:1A,0:0NA,1:1B,0:0NA,0:0NA,3:1C+,1:1B,1:1C-,1:1B-,1:1B,1:1C,1:1B,1:1C
230750B,3,N,0,0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,3:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,12,Y,70,67,1:1A,1:1A,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,3:1C,1:1A-,1:1C,1:1B,1:1A,1:1A-
230750B,4,N,70,13,1:1C,1:1D,1:1B,1:1C,1:1C,1:1B,1:1B,0:0NA,1:0F,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,14,0:0NA,0:0NA,0:0NA,2:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,61,18,1:1C,1:1C,1:1B,1:0A,1:1D,1:1B,1:0,0:0NA,1:1C+,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,3,N,0,7,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,15,Y,62.5,79,1:1C,1:1C,1:1B,1:1A,1:1B,1:1C+,0:0NA,2:1B,2:1B,0:0NA,0:0NA,1:0,1:1B,0:0NA,1:1C-,1:1C,1:1C,2:1B+,3:1B
230750B,9,N,45,82,1:1C,2:0,1:1C,1:1B,1:1B,2:1D,1:1B+,0:0NA,1:1C,0:0NA,0:0NA,3:1A,1:1C,1:1C,2:1B,1:1B-,3:1C-,3:1D,1:1C
230750B,6,N,66,9,0:0NA,0:0NA,1:1C,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,N,75,74,1:1B-,1:1C,1:1C,1:1A,1:1C,1:1B,1:1B,0:0NA,2:1C,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1D+,1:1C,2:1D,1:1C-,1:1C
230750B,5,N,68,12,1:0F,0:0NA,1:1D,1:1C+,1:1D,1:0F,1:1B,1:0,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,70,47,1:1,1:1,1:1C,1:1A,1:1B,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1B-,1:1A-,1:1B-,1:1C,1:1C,1:1A-
230750B,13,N,6,126,1:1C-,2:1A-,1:1C-,1:1B,1:1C+,0:0NA,1:1C+,1:1C+,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1C-,1:1B-,1:1C,1:1C-,1:1C,1:1B
230750B,12,N,9,130,1:1C+,1:1D,1:1B+,1:1A,1:1C,1:1C,0:0NA,1:1C-,1:1C,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,1:1D+,1:1A-,1:1D+,1:1C,1:1C+
230750B,7,N,0,121,1:1A-,1:1B,1:1B,1:1A,1:1B,1:1A-,1:1B+,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1B+,1:1A,1:1B+,1:1B,1:1B+,1:1A,1:1A-
230750B,4,N,102,40,1:0A-,1:1B-,1:1A,1:1A,1:1C,1:1A,1:1A,0:0NA,2:1B,0:0NA,0:0NA,1:1C,1:1B,1:1B+,1:1B,1:1B-,1:1A-,1:1A-,1:1C+
230750B,15,Y,0,126,2:1C,1:1C+,2:1C+,1:1A,3:1B,1:1B-,2:1C+,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B-,2:0,1:1C,2:1B,2:1B-,1:1B,2:1C+
230750B,5,N,14,112,1:1A,1:1B,1:1B,2:1A-,2:1B,1:1C,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B-,1:1B-,1:1C-,1:1B,1:1C+,1:1D+,1:1D+
230750B,7,N,89.3,11,1:1C,1:0,1:1B-,1:1B,1:1C+,1:1C,1:1A,0:0NA,1:0F,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,N,0,29,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,1:1D+,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,70,47,1:1,1:1B,1:1A,1:1C,1:1C,2:1C,1:1B,1:1B-,1:1B,0:0NA,0:0NA,1:1C,2:0,1:1C,1:1C-,1:1C,1:1D+,0:0NA,1:1C
230750B,1,N,0,14,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,68.5,71,1:1C-,1:1B-,1:1B-,1:1C,1:1B,1:1C,1:1B+,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B,1:1C,1:1B-,1:1A-,1:1D-,1:1B,1:1C
230750B,5,N,93.3,56,1:1A,1:1D+,1:1B,1:1B,1:1B,1:1C,0:0NA,1:1C+,0:0NA,1:1,1:1,1:1D,2:1B+,2:1C-,1:1B+,2:1C+,1:1B,1:1C+,1:1C
230750B,6,N,8.5,23,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,24,22,0:0NA,0:0NA,0:0NA,1:1B+,1:1B,1:1C,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,N,66,61,1:1C,1:1C+,1:1D+,1:1B,1:1C,1:1C-,1:1A-,0:0NA,2:1B-,0:0NA,0:0NA,1:1C,1:1B+,2:1C-,1:1A-,1:1A-,1:1D+,1:1C,1:1C+
230750B,8,N,73.5,41,1:1C+,2:0F,1:1C,0:0NA,1:1C,1:1C,0:0NA,0:0NA,5:0C,0:0NA,0:0NA,1:1C,1:1B,2:0F,1:1C,1:1C-,1:1B,1:0F,1:0
230750B,7,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,1:1A,0:0NA,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A
230750B,8,N,75.5,63,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1A,1:1A-,1:1A-,1:1A,1:1A
230750B,9,N,0,27,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,1:1D-,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,N,9,57,0:0NA,0:0NA,1:1B,1:1C,1:1D,1:0F,1:1A-,0:0NA,1:0F,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA
230750B,8,N,0,61,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1B+,1:1A-,1:1B+,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,12,N,7,116,1:1B,1:1B-,1:1D+,2:1B,1:1A-,1:1B,1:1D,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1D+,2:1B-,1:1B,1:1C,1:1C-,1:1C+
230750B,5,N,61,33,1:1C,2:0,1:1C,1:1B,1:1C,1:1C,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:0
230750B,11,N,0,63,0:0NA,0:0NA,0:0NA,2:1C-,1:1D,1:1D-,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,10,Y,70,58,1:1B-,3:0,1:1C,1:1B,1:1B,1:1C,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1D,2:1B-,1:1B+,2:1A,1:1C,2:1C,1:1C,1:1A
230750B,3,N,60,21,0:0NA,0:0NA,1:1D+,0:0NA,1:1C,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA
230750B,12,N,0,69,0:0NA,0:0NA,1:0F,1:1B,1:1D,0:0NA,2:1C-,0:0NA,2:0F,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,N,74,15,1:1,1:1C,1:1C,1:1B,1:1C,3:1B,1:1B+,0:0NA,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,Y,70,67,2:1B+,1:1C,1:1C+,1:1A,2:1C,1:1C,1:1B,0:0NA,1:1B,0:0NA,0:0NA,1:1B,1:1B,1:1D-,1:1C+,1:1B-,1:1B+,1:1C-,2:1C
230750B,10,Y,19,124,1:1B,1:1C,1:1C,1:1B+,1:1C,1:1B,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1B+,1:1B-,1:1B-,1:1C+,1:1C,1:1A,1:1A-
230750B,5,N,0,7,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,0,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,9,N,66,37,1:1C,1:1C,1:1B,1:1B,1:1B,1:1C,1:1B,1:1D,0:0NA,0:0NA,0:0NA,1:1D,1:1C,2:1C,1:1C,2:1B,2:1C,2:0,2:0
230750B,3,N,60,77,1:1B,1:1B-,1:1B,1:1A,1:1B,1:1B,1:1B+,0:0NA,1:1B,0:0NA,0:0NA,1:1B,2:0,1:1C,1:1B+,2:1B,2:0,1:1C+,1:1A-
230750B,4,Y,70,58,1:1B,1:1C,1:1A,1:1A,1:1C,1:1B,1:1A,0:0NA,2:1A,0:0NA,0:0NA,1:1B,1:1B+,1:1B,1:1B,2:1B-,2:1B-,1:1B,1:1B
230750B,1,N,70,39,1:1B,1:1C,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,1:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,8,Y,94,75,1:0B,1:0A,1:1C,1:1D+,1:0A,1:0A,1:1B-,0:0NA,1:1A-,0:0NA,0:0NA,1:1A,1:1B-,1:1B-,0:0NA,1:0A,1:1A-,2:0,2:1C+
230750B,4,Y,4,134,0:0NA,0:0NA,2:1C,0:0NA,2:1B,3:0B,0:0NA,0:0NA,3:0C,0:0NA,0:0NA,0:0NA,1:1B+,1:1C,2:1D-,1:1C,0:0NA,1:1C+,0:0NA
230750B,9,Y,70,51,1:1B,1:1C,1:1C,1:1A,1:1B,1:1A,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,1:1A,2:1A-,1:1A,1:1C,1:1B,1:1B,1:1B,1:1B-
230750B,6,N,70,50,1:1A,1:1B,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1B+,1:1C,1:1A,1:1B,1:1C+,1:1C+,1:1B+
230750B,7,N,70,24,1:1,1:1C,1:1B,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1B-,1:1B,1:1B,1:1C,0:0NA,0:0NA
230750B,5,N,0,13,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,1,N,63,0,0:0NA,0:0NA,1:0F,0:0NA,1:0F,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,Y,96,54,1:1B,1:1B,1:1B,1:1C,1:1C,1:1C,1:1B-,0:0NA,1:1B,0:0NA,0:0NA,1:1A,1:1C,1:1C,1:1C+,1:1C,1:1C-,2:1C,2:1C+
230750B,5,N,6,128,1:1C-,2:1B,1:1C-,4:1A-,1:1C,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1B+,1:1A,1:1B,1:1B-,1:1C+,1:1C,1:1B-
230750B,7,N,70,50,1:1B,1:1C,1:1B,1:1A,1:1B,1:1B,1:1B-,0:0NA,1:1C,0:0NA,0:0NA,1:1C,2:0,2:1C,1:1B+,3:0B+,1:1D,1:1C,1:1C+
230750B,2,N,32,16,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,14,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,70,9,1:1D,1:1D,1:1C,3:1B,1:1C,1:1C,2:1B,1:0,3:0,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,70,37,1:1B,1:1A,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1C,1:1A-,1:1B,1:1C+,1:1A-,1:1B
230750B,4,N,12,24,2:0,0:0NA,0:0NA,1:1A,2:1C,1:0,0:0NA,2:0F,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,46,1:1B,1:0,1:1C-,1:1A-,2:0,1:0,1:1B+,1:0F,1:1A-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,0,41,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,65,25,2:0,0:0NA,1:1B-,2:1B+,1:1C,2:0,3:0,1:0F,1:1C,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,31,1:1,1:1D-,1:1D,1:1A,2:1B,1:1C,1:1B,0:0NA,2:1C,0:0NA,0:0NA,1:1B,1:0,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA
230750B,5,N,81,25,1:0C,1:1C,1:1B,1:1B,1:1B,1:1B,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:0,1:1B-,1:1C,2:0WU,0:0NA,1:0
230750B,6,N,0,32,1:1C+,1:0,1:1B+,1:1C+,1:1C,0:0NA,1:1B,1:0F,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,58,29,1:0,0:0NA,1:1C-,1:1B,1:1C,1:1D,1:1A,1:1D-,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,42,0:0NA,0:0NA,0:0NA,2:1A,0:0NA,0:0NA,2:1C-,0:0NA,1:1B,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,21,39,1:0,0:0NA,1:0,1:0,1:1C,1:0,1:1B,2:0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,3,N,61,16,3:0,0:0NA,4:0,1:0,1:1C,1:1B,2:0,0:0NA,1:1B,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,31,1:1B,1:1C,1:1C,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1C,1:1C+,2:0,1:1D+,2:1C,1:1C,1:0,2:0
230750B,6,N,55.5,37,1:1C,1:1C,1:1C,1:1A-,1:1C,1:1C,1:1A-,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1C-,1:1C+,1:1C,1:1C-,2:0,1:0
230750B,4,N,12,22,0:0NA,0:0NA,1:0,1:1B-,1:1B-,1:0,1:1B+,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,N,70,49,1:1,1:1,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A,2:1A-,1:1A-,1:1B,1:1C,1:1A,1:1A-,1:1A-
230750B,4,N,70,34,2:1C+,1:1B+,1:1C,1:1A-,1:1C,1:1D,2:1B-,1:0,0:0NA,0:0NA,0:0NA,1:1C,1:0,1:0,0:0NA,1:0,1:0,0:0NA,0:0NA
230750B,5,N,70,38,1:1B,1:1C,1:1A,1:0A,1:1B,1:1B,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A-,1:1B,2:1B+,1:1B,1:1B-,2:0,1:1A-
230750B,4,N,0,36,0:0NA,0:0NA,0:0NA,1:1B+,1:1D,1:0,1:0,0:0NA,1:0,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,16,1:1C,1:1C,1:1C,1:1A,1:1C,1:1C,1:1B,0:0NA,2:1B,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA
230750B,2,N,70,10,1:1B,1:1B,1:1B,1:1A,1:1C,1:1C,1:0F,1:0,1:1C,0:0NA,0:0NA,1:1C,1:0,1:0,1:0,1:0,1:0,0:0NA,0:0NA
230750B,5,N,0,37,0:0NA,0:0NA,1:0,1:1A,0:0NA,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,3,35,1:0,0:0NA,0:0NA,1:1C,1:0,0:0NA,1:1C-,1:0,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,34,1:1A,1:1B,1:1A,1:1,1:1C,1:1B,0:0NA,1:1A-,1:1B,0:0NA,0:0NA,0:0NA,1:1A-,2:1B+,1:1A-,1:1B+,1:1B-,1:1B,1:1A-
230750B,4,N,8,33,2:0,0:0NA,1:1C-,1:1C,1:0,0:0NA,1:1C-,1:0,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,39,0:0NA,0:0NA,0:0NA,1:1C,1:1D,0:0NA,1:1C,0:0NA,1:0F,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,9,1:1,1:1B,2:0,2:0,1:1B,1:1C,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1C,1:0,2:0,2:0,3:0,1:1C+,0:0NA,0:0NA
230750B,5,N,6,39,2:1A-,1:0,1:1A,1:1B,1:1B,1:0,1:1A-,1:0,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,70,42,1:1B,0:0NA,1:1A,0:0NA,1:1B,1:1A,1:0F,0:0NA,0:0NA,1:1B,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,3,N,0,44,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,12,45,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,46,1:1B,1:1C,1:1C,0:0NA,1:1A,1:1B,1:1B+,1:0,1:1B,0:0NA,0:0NA,1:1B+,1:1A-,1:1C,1:1C+,1:1C,1:1C-,2:1B,1:0
230750B,6,N,54,22,1:1B-,0:0NA,1:1C+,1:1A,1:1C,1:1C,1:1C-,0:0NA,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,72,6,1:1,1:1,1:1C,1:1C,1:1A,1:1B,1:1A,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,27,0:0NA,0:0NA,1:1D,1:1B-,1:0,0:0NA,1:1C-,0:0NA,2:0,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,23,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,70,40,1:1A,1:1B,2:0,1:1C,1:1B,1:1C,1:1B,0:0NA,1:1C,0:0NA,0:0NA,1:1B,1:1B-,1:1C-,1:1C,1:1C,2:1C,1:1D,1:1B-
230750B,6,N,70,41,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,1:0,1:1A
230750B,2,N,0,36,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,70,13,1:1A,1:1B,1:1B,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,1:0,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA
230750B,6,N,0,44,1:1C-,1:0,1:0,1:1A-,1:1C-,1:1C,1:0,1:1B+,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,6,41,0:0NA,0:0NA,1:0,1:1B,1:0,0:0NA,1:1C,0:0NA,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,7,N,25,30,0:0NA,0:0NA,1:0,1:1B+,1:0,0:0NA,1:0,0:0NA,1:0,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,4,N,0,25,0:0NA,0:0NA,0:0NA,1:0,1:0,0:0NA,1:0,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,0,33,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,0,48,0:0NA,0:0NA,0:0NA,1:0,1:1C-,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,5,N,0,32,0:0NA,0:0NA,1:0,1:1C,0:0NA,0:0NA,1:1B,0:0NA,1:0,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,2,N,65,16,1:1A,1:1A,1:1B,1:1A,1:1B,1:1A,1:1A,0:0NA,1:1A,0:0NA,0:0NA,1:1C,1:0,1:0,1:0,1:0,1:1B+,0:0NA,0:0NA
230750B,4,N,0,39,1:0,0:0NA,0:0NA,1:1A-,1:1B,1:0,1:1A-,1:0,1:1B,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230750B,6,N,0,46,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
